,JokeId,JokeSentences
319,48,hear clinton announce new national bird spread
320,48,bird spread eagle
321,49,question monica lewinsky bob dole common answer
322,49,bob dole common answer upset bill finish
323,49,upset bill finish
324,50,sunday morning william burst living room say
325,50,burst living room say dad mom great
326,50,say dad mom great news get marry
327,50,great news get marry beautiful girl town
328,50,marry beautiful girl town life block away
329,50,town life block away susan dinner williams
330,50,away susan dinner williams dad take aside
331,50,williams dad take aside son talk mother
332,50,aside son talk mother marry 30 year
333,50,mother marry 30 year wonderful wife offer
334,50,year wonderful wife offer excitement bedroom fool
335,50,offer excitement bedroom fool woman lot susan
336,50,fool woman lot susan actually halfsister afraid
337,50,susan actually halfsister afraid marry william heartbroken
338,50,afraid marry william heartbroken month eventually start
339,50,heartbroken month eventually start date girl year
340,50,start date girl year later come home
341,50,year later come home proudly announce dianne
342,50,home proudly announce dianne say yes get
343,50,dianne say yes get marry june father
344,50,get marry june father insist private conversation
345,50,father insist private conversation break sad news
346,50,conversation break sad news dianne halfsister william
347,50,news dianne halfsister william awfully sorry william
348,50,william awfully sorry william furious finally decide
349,50,william furious finally decide mother news dad
350,50,decide mother news dad harm guess going
351,50,dad harm guess going marry complain time
352,50,going marry complain time fall love dad
353,50,time fall love dad tell girl halfsister
354,50,dad tell girl halfsister mother shake head
355,50,halfsister mother shake head pay attention say
356,50,say dear father
357,51,pope die naturally go heaven meet reception
358,51,go heaven meet reception committee whirlwind tour
359,51,reception committee whirlwind tour tell enjoy myriad
360,51,tour tell enjoy myriad recreation available decide
361,51,myriad recreation available decide wants read ancient
362,51,decide wants read ancient original text holy
363,51,ancient original text holy scriptures spend eon
364,51,holy scriptures spend eon learning language linguistic
365,51,eon learning language linguistic master sit library
366,51,linguistic master sit library begin pour version
367,51,library begin pour version bible work recent
368,51,version bible work recent easy reading original
369,51,recent easy reading original script sudden scream
370,51,original script sudden scream library angels come
371,51,scream library angels come run find pope
372,51,come run find pope huddle chair cry
373,51,pope huddle chair cry mutter r scribe
374,51,cry mutter r scribe leave r particularly
375,51,scribe leave r particularly concern angel take
376,51,particularly concern angel take aside offer comfort
377,51,take aside offer comfort ask problem mean
378,51,comfort ask problem mean collect wit pope
379,51,mean collect wit pope sobs letter r
380,51,pope sobs letter r leave r word
381,51,word suppose celebrate
382,52,woman twin give adoption go family egypt
383,52,adoption go family egypt name amal go
384,52,egypt name amal go family spain juan
385,52,go family spain juan years later juan
386,52,juan years later juan send picture mom
387,52,juan send picture mom receive picture tell
388,52,mom receive picture tell husband wish picture
389,52,tell husband wish picture amal husband respond
390,52,picture amal husband respond twinsif see juan
391,52,juan see amal
392,53,man cindy crawford strand desert island couple
393,53,strand desert island couple day fall love
394,53,couple day fall love start sleep time
395,53,love start sleep time pass man frustrate
396,53,time pass man frustrate cindy ask say
397,53,frustrate cindy ask say thing baseball cap
398,53,say thing baseball cap island answer bob
399,53,cap island answer bob agree day walk
400,53,bob agree day walk island run say
401,53,walk island run say hi bob say
402,53,say hi bob say hello reply bob
403,53,say hello reply bob believe sleep cindy
404,53,bob believe sleep cindy crawford past week
405,53,crawford past week
406,54,phone book phone
407,55,teddybear change lightbulb take teddybear take lot
408,55,take lot lightbulb
409,56,chukcha russian eskimo phone russian parliament building
410,56,phone russian parliament building guard answer chukcha
411,56,building guard answer chukcha require parliament member
412,56,chukcha require parliament member guard idiot chukcha
413,56,idiot chukcha require
414,57,bill hillary trip arkansas gas bill pull
415,57,arkansas gas bill pull service station outskirt
416,57,pull service station outskirt town attendant run
417,57,outskirt town attendant run station serve hillary
418,57,run station serve hillary realize old boyfriend
419,57,hillary realize old boyfriend high school attendant
420,57,boyfriend high school attendant chat gas car
421,57,attendant chat gas car clean window goodbye
422,57,car clean window goodbye bill pull car
423,57,goodbye bill pull car road turn hillary
424,57,car road turn hillary say glad marry
425,57,hillary say glad marry wife grease monkey
426,57,marry wife grease monkey hillary reply bill
427,57,monkey hillary reply bill marry pump gas
428,57,pump gas president
429,58,hot dog vendor
430,59,recent publicity outing hillary sneak visit fortune
431,59,hillary sneak visit fortune teller local repute
432,59,fortune teller local repute dark hazy room
433,59,repute dark hazy room peer crystal ball
434,59,room peer crystal ball mystic deliver grave
435,59,ball mystic deliver grave news easy way
436,59,grave news easy way blunt prepare widow
437,59,way blunt prepare widow husband die violent
438,59,widow husband die violent horrible death year
439,59,violent horrible death year visibly shake hillary
440,59,year visibly shake hillary stare woman line
441,59,hillary stare woman line face single flickering
442,59,line face single flickering candle hand take
443,59,flickering candle hand take deep breath compose
444,59,take deep breath compose simply know meet
445,59,compose simply know meet fortune teller gaze
446,59,meet fortune teller gaze steadied voice ask
447,59,ask question acquit
448,60,group manager give assignment measure height flagpole
449,60,assignment measure height flagpole flagpole ladder tape
450,60,flagpole flagpole ladder tape measure fall ladder
451,60,tape measure fall ladder drop tape measure
452,60,ladder drop tape measure thing mess engineer
453,60,measure thing mess engineer comes see try
454,60,engineer comes see try walk pull flagpole
455,60,try walk pull flagpole ground lay flat
456,60,flagpole ground lay flat measure end end
457,60,flat measure end end give measurement manager
458,60,end give measurement manager walk away engineer
459,60,manager walk away engineer go manager turn
460,60,engineer go manager turn laugh like engineer
461,60,turn laugh like engineer look height give
462,60,height give length
463,61,engineer physicist mathematician sleeping room fire room
464,61,sleeping room fire room engineer wake see
465,61,room engineer wake see fire pick bucket
466,61,see fire pick bucket water douse fire
467,61,bucket water douse fire go sleep fire
468,61,fire go sleep fire room time physicist
469,61,fire room time physicist wakes notice bucket
470,61,physicist wakes notice bucket fill water calculate
471,61,bucket fill water calculate optimal trajectory douse
472,61,calculate optimal trajectory douse fire minimum water
473,61,douse fire minimum water go sleep fire
474,61,water go sleep fire time mathematician wake
475,61,fire time mathematician wake look fire look
476,61,wake look fire look bucket water exclaim
477,61,look bucket water exclaim solution exist go
478,61,exist go sleep
479,62,rally cry international dyslexic pride movement dyslexics
480,62,movement dyslexics untie
481,63,redneck seat end bar young lady seat
482,63,bar young lady seat stool begin choke
483,63,seat stool begin choke piece hamburger turn
484,63,choke piece hamburger turn blue obviously respiratory
485,63,turn blue obviously respiratory distress say gal
486,63,respiratory distress say gal have bad time
487,63,gal have bad time agree say think
488,63,time agree say think help bet say
489,63,think help bet say firstand ran say
490,63,say firstand ran say breathe shook head
491,63,say breathe shook head say speak shake
492,63,head say speak shake head pull skirt
493,63,shake head pull skirt licked butt shock
494,63,skirt licked butt shock coughed obstruction begin
495,63,shock coughed obstruction begin breathewith great relief
496,63,begin breathewith great relief redneck walk friend
497,63,relief redneck walk friend say funny hind
498,63,friend say funny hind lick maneuver work
499,63,lick maneuver work
500,64,lawyer open door bmw suddenly car came
501,64,bmw suddenly car came hit door rip
502,64,came hit door rip completely police arrive
503,64,rip completely police arrive scene lawyer complain
504,64,arrive scene lawyer complain bitterly damage precious
505,64,complain bitterly damage precious bmw officer look
506,64,precious bmw officer look beeeeemer whine lawyer
507,64,look beeeeemer whine lawyer materialistic sick retort
508,64,lawyer materialistic sick retort officer worry stupid
509,64,retort officer worry stupid bmw notice leave
510,64,stupid bmw notice leave arm rip oh
511,64,leave arm rip oh gaaaad reply lawyer
512,64,oh gaaaad reply lawyer finally notice bloody
513,64,lawyer finally notice bloody left shoulder arm
514,64,shoulder arm rolex
515,65,time broom fall love decide married ceremony
516,65,love decide married ceremony bride broom informed
517,65,ceremony bride broom informed groom broom expect
518,65,informed groom broom expect little whiskbroom groom
519,65,expect little whiskbroom groom broom aghast possible
520,65,possible ask sweep
521,66,man pilot hot air balloon discover wander
522,66,air balloon discover wander course hopelessly lose
523,66,wander course hopelessly lose descend low altitude
524,66,lose descend low altitude locate man ground
525,66,altitude locate man ground lower balloon shout
526,66,ground lower balloon shout excuse tell man
527,66,shout excuse tell man say yes hot
528,66,man say yes hot air balloon 30
529,66,hot air balloon 30 foot field work
530,66,30 foot field work information technology say
531,66,work information technology say balloonist yes reply
532,66,say balloonist yes reply man know say
533,66,reply man know say balloonist tell technically
534,66,say balloonist tell technically correct use man
535,66,technically correct use man say work management
536,66,man say work management reply balloonist know
537,66,management reply balloonist know say man know
538,66,know say man know going expect immediate
539,66,know going expect immediate help position meet
540,66,position meet fault
541,67,guy wife ask honey die remarry reply
542,67,honey die remarry reply considerable period grieve
543,67,reply considerable period grieve need companionship guess
544,67,grieve need companionship guess ask die remarried
545,67,guess ask die remarried live house reply
546,67,remarried live house reply spend lot time
547,67,reply spend lot time money get house
548,67,time money get house way want go
549,67,house way want go rid house guess
550,67,go rid house guess die remarry live
551,67,guess die remarry live house sleep bed
552,67,live house sleep bed say bed brand
553,67,bed say bed brand new pay thousand
554,67,brand new pay thousand dollar go long
555,67,thousand dollar go long time guess ask
556,67,long time guess ask die remarry live
557,67,ask die remarry live house sleep bed
558,67,live house sleep bed use golf club
559,67,bed use golf club oh leave handed
560,67,oh leave handed
561,68,light bulb funny
562,69,employer applicant job need responsible applicant want
563,69,need responsible applicant want job time go
564,69,want job time go wrong say responsible
565,69,wrong say responsible
566,70,recent sacramento pc users group meeting company
567,70,users group meeting company demonstrate late speech
568,70,company demonstrate late speech recognition software representative
569,70,speech recognition software representative company ready start
570,70,representative company ready start demonstration ask room
571,70,start demonstration ask room quiet room yell
572,70,room quiet room yell format c return
573,70,yell format c return chime yes return
574,70,return chime yes return unfortunately software work
575,70,unfortunately software work
576,71,day college dean address student point rule
577,71,address student point rule female dormitory outofbound
578,71,rule female dormitory outofbound male student male
579,71,outofbound male student male dormitory female student
580,71,male dormitory female student anybody catch break
581,71,student anybody catch break rule find 20
582,71,break rule find 20 time continue anybody
583,71,20 time continue anybody catch break rule
584,71,anybody catch break rule second time fine
585,71,rule second time fine 60 catch time
586,71,fine 60 catch time cost fine 180
587,71,time cost fine 180 question point male
588,71,180 question point male student crowd inquire
589,71,inquire season pass
590,72,question difference george washington richard nixon bill
591,72,washington richard nixon bill clinton answer washington
592,72,bill clinton answer washington tell lie nixon
593,72,washington tell lie nixon tell truth clinton
594,72,clinton know difference
595,73,question stalker change light bulb answer replace
596,73,light bulb answer replace bulb watch day
597,73,watch day night
598,74,question know difference intelligent male sasquatch answer
599,74,intelligent male sasquatch answer actual report sighting
600,74,report sighting sasquatch
601,75,man woman get terrible car wreck vehicle
602,75,terrible car wreck vehicle completely destroy buy
603,75,vehicle completely destroy buy fortunately hurt thankfulness
604,75,buy fortunately hurt thankfulness woman say man
605,75,thankfulness woman say man okay celebrate bottle
606,75,man okay celebrate bottle wine car let
607,75,bottle wine car let open woman get
608,75,let open woman get bottleout car handed
609,75,get bottleout car handed man man take
610,75,handed man man take big drink handed
611,75,take big drink handed woman bottle woman
612,75,handed woman bottle woman close bottle man
613,75,woman close bottle man ask go drink
614,75,man ask go drink woman cleverly reply
615,75,drink woman cleverly reply think wait cop
616,75,think wait cop
617,76,congress opposite progress
618,77,mafia answer organize
619,78,question wonder irs call form 1040 answer
620,78,call form 1040 answer 50 earn 10
621,78,earn 10 40
622,79,question hear dyslexic devil worshiper answer sell
623,79,sell soul santa
624,80,hillary bill clinton pope sit airplane bill
625,80,pope sit airplane bill say throw thousand
626,80,bill say throw thousand dollar bill plane
627,80,thousand dollar bill plane person happy hillary
628,80,plane person happy hillary say throw 10
629,80,hillary say throw 10 dollar bill plane
630,80,10 dollar bill plane 10 people happy
631,80,plane 10 people happy pope chip say
632,80,happy pope chip say throw bill airplane
633,80,airplane country happy
634,81,asian man go new york citybank exchange
635,81,new york citybank exchange 10000 yen american
636,81,exchange 10000 yen american currency teller give
637,81,american currency teller give 72 00 month
638,81,give 72 00 month asian man go
639,81,month asian man go bank 10000 yen
640,81,go bank 10000 yen receive 62 00
641,81,yen receive 62 00 ask come 62
642,81,00 ask come 62 00 teller say
643,81,62 00 teller say fluctuations fluctuations asian
644,81,say fluctuations fluctuations asian man look teller
645,81,asian man look teller say fluk amelicans
646,81,say fluk amelicans
647,82,question computer programmer shower day long answer
648,82,shower day long answer shampoo label say
649,82,answer shampoo label say rinse lather repeat
650,82,rinse lather repeat
651,83,woman say place mess cmon need clean
652,83,mess cmon need clean stuff lie floor
653,83,clean stuff lie floor clothe wear laundry
654,83,floor clothe wear laundry right man hear
655,83,laundry right man hear blah blah blah
656,83,hear blah blah blah blah cmon blah
657,83,blah blah cmon blah blah blah blah
658,83,blah blah blah blah blah blah blah
659,83,blah blah blah blah blah floor blah
660,83,blah blah floor blah blah blah blah
661,83,blah blah blah blah clothe blah blah
662,83,blah clothe blah blah blah blah right
663,83,blah blah right
664,84,question difference mechanical engineers civil engineers answer
665,84,engineers civil engineers answer mechanical engineers build
666,84,answer mechanical engineers build weapon civil engineers
667,84,engineers build target
668,85,question president screw light bulb answer depend
669,85,light bulb answer depend definition screw light
670,85,screw light bulb
671,86,neutron walk bar order drink owe neutron
672,86,order drink owe neutron ask bartender reply
673,86,bartender reply charge
674,87,man recently complete routine physical examination receive
675,87,routine physical examination receive phone doctor doctor
676,87,receive phone doctor doctor say good news
677,87,doctor say good news bad news man
678,87,news bad news man say ok good
679,87,man say ok good news doctor say
680,87,good news doctor say good news 24
681,87,say good news 24 hour live man
682,87,24 hour live man reply shit good
683,87,man reply shit good news bad news
684,87,good news bad news doctor say bad
685,87,news doctor say bad news forgot yesterday
686,87,news forgot yesterday
687,88,czechoslovakian man feel eyesight grow steadily worse
688,88,eyesight grow steadily worse feel time optometrist
689,88,worse feel time optometrist doctor start simple
690,88,optometrist doctor start simple testing show standard
691,88,simple testing show standard eye chart letter
692,88,standard eye chart letter diminish size crkbnwxskzy
693,88,letter diminish size crkbnwxskzy read doctor ask
694,88,crkbnwxskzy read doctor ask read czech answer
695,88,answer doc know
696,89,radio conversation naval ship canadian authority americans
697,89,ship canadian authority americans divert course 15
698,89,americans divert course 15 degree north avoid
699,89,15 degree north avoid collision canadians recommend
700,89,avoid collision canadians recommend divert course 15
701,89,recommend divert course 15 degree south avoid
702,89,15 degree south avoid collision americans captain
703,89,avoid collision americans captain navy ship divert
704,89,captain navy ship divert course canadians divert
705,89,divert course canadians divert course americans aircraft
706,89,divert course americans aircraft carrier uss lincoln
707,89,aircraft carrier uss lincoln second large ship
708,89,lincoln second large ship united states atlantic
709,89,ship united states atlantic fleet accompany destroyer
710,89,atlantic fleet accompany destroyer cruiser numerous support
711,89,destroyer cruiser numerous support vessel demand change
712,89,support vessel demand change course 15 degree
713,89,change course 15 degree north degrees north
714,89,degree north degrees north countermeasure undertake ensure
715,89,north countermeasure undertake ensure safety ship canadians
716,89,ship canadians lighthouse
717,90,country guy go city bar dress code
718,90,city bar dress code maitre d demand
719,90,code maitre d demand wear tie discourage
720,90,demand wear tie discourage guy go car
721,90,discourage guy go car sulk inspiration strike
722,90,car sulk inspiration strike get jumper cable
723,90,strike get jumper cable trunk wrap neck
724,90,cable trunk wrap neck sort like string
725,90,neck sort like string tie bulky string
726,90,string tie bulky string tie sure return
727,90,string tie sure return bar maitre d
728,90,return bar maitre d reluctant say guy
729,90,d reluctant say guy okay pretty resourceful
730,90,guy okay pretty resourceful fellow come start
731,90,fellow come start
732,91,question programmer change lightbulb answer hardware problem
733,91,answer hardware problem
734,92,panda bear walk bar sit table order
735,92,bar sit table order beer double cheeseburger
736,92,order beer double cheeseburger finish eat pull
737,92,cheeseburger finish eat pull gun rip place
738,92,pull gun rip place gunfire patrons scatter
739,92,place gunfire patrons scatter dive chair table
740,92,scatter dive chair table bear run door
741,92,table bear run door ensure hurt bartender
742,92,door ensure hurt bartender race door call
743,92,bartender race door call bear hell bear
744,92,call bear hell bear call panda bear
745,92,bear call panda bear look dictionary bartender
746,92,bear look dictionary bartender return pull dictionary
747,92,bartender return pull dictionary panda panda n
748,92,dictionary panda panda n zool small asiatic
749,92,n zool small asiatic mammal ailurus fulgen
750,92,asiatic mammal ailurus fulgen have fine soft
751,92,fulgen have fine soft fur relate bear
752,92,soft fur relate bear inhabit mountain northern
753,92,bear inhabit mountain northern india eat shoot
754,92,eat shoot leave
755,93,early morning mother go sleep son wake
756,93,go sleep son wake wake son time
757,93,wake wake son time school mama want
758,93,time school mama want school reason want
759,93,want school reason want school child hate
760,93,want school child hate teacher hate oh
761,93,hate teacher hate oh reason come school
762,93,oh reason come school good reason school
763,93,school good reason school fiftytwo year old
764,93,old principal school
765,94,reach end job interview human resource person
