,JokeId,JokeSentences
262,29,wreck hell damn near kill
263,29,damn near kill
264,30,explorer deep amazon suddenly find
265,30,amazon suddenly find surround bloodthirsty
266,30,bloodthirsty group native survey
267,30,native surveying situation say quietly
268,30,say quietly oh god
269,30,oh god screw sky darken
270,30,sky darken voice boom
271,30,voice boom screw
272,30,screw pick stone
273,30,stone foot bash
274,30,bash head chief
275,30,chief standing
276,30,stone
277,30,stone bash life
278,30,life chief standing
279,30,stand lifeless body breathe heavily look
280,30,breathe heavily look 100 angry native
281,30,angry native voice boom okay
282,30,okay screw
283,31,guy walk bar order
284,31,bar order beer say
285,31,say bartender hey get
286,31,get great polish joke barkeep
287,31,joke barkeep glare say
288,31,say warn tone
289,31,warn tone voice telling
290,31,tell joke well know
291,31,well know polish
292,31,polish bouncer polish
293,31,polish customer
294,31,customer okay say customeri
295,31,tell slowly
296,32,jewish young man see psychiatrist
297,32,see psychiatrist eating sleep
298,32,eat sleep disorder obsess
299,32,obsess mother soon
300,32,mother soon sleep
301,32,sleep start dream
302,32,dream dream turn
303,32,dream turn mother wake
304,32,wake state
305,32,state
306,32,downstair eat piece
307,32,eat piece toast psychiatrist reply
308,32,psychiatrist reply piece
309,32,piece toast big boy
310,32,big boy like
311,33,order waiter ask
312,33,waiter ask yes prepare
313,33,prepare chicken special sir
314,33,special sir reply tell
315,33,tell straight
316,33,go die
317,34,difference man woman
318,34,man woman woman want man
319,34,want man satisfy need
320,34,need man want woman
321,34,want woman satisfy need
322,34,satisfy need
323,35,question difference man
324,35,man toilet answer
325,35,toilet answer toilet follow
326,35,follow use
327,35,use
328,36,irishman change
329,36,change lightbulb
330,36,hold lightbulb
331,36,lightbulb drink
332,36,drink room spin
333,37,atheist orgasm
334,37,orgasm oh darwin oh darwin
335,38,man discuss age old question
336,38,age old question enjoy sex
337,38,sex man woman
338,38,woman woman walk listen
339,38,listen awhile
340,38,awhile interrupt listen guy
341,38,guy know ear itch
342,38,ear itch
343,38,little finger wiggle
344,38,wiggle awhile afterward
345,38,awhile afterward feel well finger
346,38,finger ear
347,39,arnold swartzeneger sylvester stallone make
348,39,make movie life
349,39,live great composer stallone say
350,39,composer stallone say want mozart
351,39,mozart swartzeneger say case
352,39,case bach
353,40,horse walk bar bartender say
354,40,bar bartender say long face
355,40,long face
356,41,boy come home school tell
357,41,school tell mother get
358,41,get school
359,41,school play mother
360,41,mother ask play jewish
361,41,play jewish husband boy reply
362,41,boy reply school tell
363,41,school tell teacher want
364,41,want speak role
365,42,couple marry 75 year
366,42,75 year husband 95th birthday
367,42,husband 95th birthday wife decide surprise
368,42,decide surprise hire prostitute
369,42,hire prostitute day doorbell ring
370,42,doorbell ring husband use walker
371,42,use walker door
372,42,door open 21yearold
373,42,21yearold latex outfit smile
374,42,latex outfit smile say hi
375,42,hi super sex
376,42,super sex old man say
377,42,soup
378,43,engineer exceptional
379,43,exceptional gift fix thing
380,43,fix thing mechanical serve company
381,43,serve company loyally 30 year
382,43,30 year happily retire year
383,43,retire year later company contact
384,43,company contact seemingly impossible problem
385,43,seemingly impossible problem have
386,43,have multimillion dollar machine
387,43,multimillion dollar machine try
388,43,try
389,43,machine fix
390,43,avail desperation call
391,43,desperation call retire engineer
392,43,retire engineer solve
393,43,problem past
394,43,past engineer reluctantly take
395,43,reluctantly take challenge spend day
396,43,spend day study huge machine
397,43,huge machine end day
398,43,day mark small x
399,43,small x chalk particular
400,43,particular component machine
401,43,machine proudly state
402,43,problem
403,43,replace machine
404,43,machine work perfectly company
405,43,company receive bill 50000
406,43,bill 50000 engineer
407,43,engineer service demand itemized
408,43,demand itemized accounting charge
409,43,charge engineer respond briefly chalk
410,43,briefly chalk mark 1 know
411,43,know 49999
412,43,49999 pay
413,43,engineer retire peace
414,43,engineer retire peace
415,44,graduate science degree ask
416,44,degree ask work graduate
417,44,work graduate engineering degree ask
418,44,engineering degree ask work
419,44,work graduate accounting degree
420,44,accounting degree ask
421,44,cost graduate
422,44,graduate liberal art degree ask
423,44,degree ask want fry
424,44,want fry
425,45,engineering student gather discuss
426,45,discuss possible designer human
427,45,human body say
428,45,say mechanical engineer look
429,45,engineer look joint
430,45,joint say
431,45,electrical engineer nervous system
432,45,nervous system thousand electrical connection
433,45,electrical connection say actually
434,45,say actually civil engineer
435,45,civil engineer run toxic
436,45,run toxic waste pipeline recreational
437,45,pipeline recreational area
438,46,question o j simpson internet address
439,46,simpson internet address answer slash slash backslash slash
440,46,slash backslash slash slash escape
441,47,guy go confession say
442,47,say priest father
443,47,father 80 year old widower
444,47,old widower 11 grandchild night
445,47,night meet beautiful flight attendant
446,47,beautiful flight attendant take home
447,47,home love
448,47,love twice priest
449,47,twice priest say son
450,47,son time
451,47,time confession father
452,47,confession father jewish
453,47,jewish telling
454,47,tell everybody
455,48,hear clinton announce
456,48,announce new national bird
457,48,national bird spread eagle
458,49,question monica lewinsky bob dole
459,49,bob dole common answer
460,49,common answer upset bill
461,49,upset bill finish
462,50,sunday morning william burst live
463,50,living room say dad mom
464,50,say dad mom great news
465,50,great news get
466,50,getting marry beautiful
467,50,beautiful girl town live
468,50,town life block away
469,50,away susan dinner
470,50,susan dinner williams dad take aside
471,50,take aside son talk
472,50,talk mother
473,50,mother marry 30
474,50,marry 30 year wonderful
475,50,wonderful wife
476,50,offer excitement
477,50,excitement bedroom
478,50,fool woman
479,50,woman lot susan actually
480,50,actually halfsister afraid
481,50,afraid marry william
482,50,marry william heartbroken month
483,50,month eventually start date girl
484,50,start date girl year later
485,50,year later come home proudly
486,50,proudly announce dianne say yes
487,50,say yes getting married june
488,50,marry june father insist
489,50,father insist private conversation break
490,50,conversation break sad news dianne
491,50,news dianne halfsister william
492,50,william awfully sorry
493,50,sorry william furious finally
494,50,furious finally decide
495,50,mother news dad
496,50,news dad harm
497,50,harm guess
498,50,go marry
499,50,marry complain time fall
500,50,time fall love dad tell
501,50,dad tell girl halfsister
502,50,halfsister mother shake
503,50,shake head pay
504,50,pay attention say
505,50,say dear
506,50,father
507,51,pope die naturally go heaven
508,51,go heaven meet
509,51,meet reception committee
510,51,whirlwind tour tell
511,51,tell enjoy
512,51,enjoy myriad recreation
513,51,myriad recreation available decide
514,51,decide want read
515,51,read ancient original text
516,51,original text holy scripture
517,51,scripture spend eon
518,51,eon learning language
519,51,language linguistic master sit
520,51,master sit library
521,51,library begin pour
522,51,pour version bible working
523,51,bible work recent easy
524,51,recent easy read original script
525,51,original script sudden
526,51,sudden scream
527,51,scream library angel come run
528,51,angel come run find
529,51,find pope huddle chair
530,51,chair cry mutter
531,51,mutter r scribe leave
532,51,scribe leave r particularly
533,51,r particularly concerned angel take aside
534,51,take aside offer comfort ask
535,51,ask problem
536,51,mean collect
537,51,mean collect wit pope sobs
538,51,pope sobs letter
539,51,letter r leave
540,51,leave r word suppose
541,51,suppose celebrate
542,52,woman twin give
543,52,give adoption
544,52,go family
545,52,family egypt name amal
546,52,name amal go
547,52,go family spain
548,52,spain juan year later juan
549,52,year later juan send picture
550,52,picture mom receive
551,52,mom receive picture tell
552,52,tell husband wish
553,52,wish picture
554,52,picture amal husband respond
555,52,husband respond twinsif
556,52,twinsif see juan see
557,52,juan see amal
558,53,man cindy crawford strand
559,53,strand desert island
560,53,island couple day fall
561,53,day fall love start sleep
562,53,start sleep time pass man
563,53,pass man frustrated cindy ask
564,53,cindy ask
565,53,say
566,53,say thing
567,53,baseball cap
568,53,baseball cap
569,53,island answer
570,53,island answer
571,53,bob agree day
572,53,agree day walk
573,53,walk island
574,53,island run say
575,53,say hi bob say hello
576,53,say hello reply
577,53,replies bob believe
578,53,believe sleep
579,53,sleep cindy crawford
580,53,past week
581,54,joness
582,54,joness phone book
583,54,phone
584,55,teddybear change
585,55,change lightbulb take
586,55,take teddybear take
587,55,take lot lightbulb
588,55,lot lightbulb
589,56,chukcha russian eskimo phone russian
590,56,russian parliament building guard answer
591,56,guard answer chukcha require
592,56,require parliament member guard
593,56,member guard idiot chukcha
594,56,idiot chukcha require
595,57,bill hillary trip
596,57,trip arkansa
597,57,gas bill pull
598,57,bill pull service station
599,57,service station outskirt town
600,57,town attendant run
601,57,station serve
602,57,serve hillary realize
603,57,old boyfriend high school
604,57,high school attendant chat
605,57,attendant chat gas
606,57,gas car clean window
607,57,cleans window goodbye
608,57,goodbye bill pull car
609,57,pull car road turn
610,57,road turn hillary say
611,57,say glad
612,57,glad marry
613,57,
614,57,wife grease monkey
615,57,grease monkey hillary reply
616,57,hillary reply bill
617,57,marry
618,57,pump gas
619,57,president
620,58,buddhist hot
621,58,hot dog vendor
622,58,
623,59,recent publicity outing hillary sneak
624,59,hillary sneak visit fortune teller
625,59,fortune teller local repute
626,59,local repute dark hazy room
627,59,hazy room peer crystal ball
628,59,crystal ball mystic deliver grave news
629,59,deliver grave news easy way
630,59,easy way
631,59,blunt prepare
632,59,blunt prepare widow
633,59,widow husband die
634,59,die violent horrible death
635,59,horrible death year visibly shake hillary stare
636,59,shake hillary stare woman line face
637,59,woman line face single flickering
638,59,single flickering candle
639,59,hand take
640,59,take deep breath compose
641,59,compose simply know
642,59,know meet fortune teller
643,59,fortune teller gaze steadied voice
644,59,voice ask question
645,59,question acquit
646,60,group manager give assignment
647,60,give assignment measure height
648,60,height flagpole
649,60,flagpole
650,60,flagpole ladder tape measure
651,60,tape measure fall
652,60,fall ladder drop tape measure
653,60,tape measure thing
654,60,thing mess engineer come
655,60,engineer comes see
656,60,see try walk
657,60,walk pull flagpole
658,60,flagpole ground lay
659,60,ground lay flat measure end
660,60,end end give measurement
661,60,give measurement manager
662,60,manager walk away
663,60,away engineer go manager
664,60,go manager turn laughs
665,60,laugh like
666,60,like engineer look
667,60,look height
668,60,give length
669,61,engineer physicist mathematician
670,61,mathematician sleeping room
671,61,room fire
672,61,fire room engineer wake
673,61,engineer wake see fire pick
674,61,fire pick bucket water
675,61,water douse fire go
676,61,fire go sleep
677,61,sleep fire room
678,61,room time physicist wake
679,61,physicist wake notice bucket fill
680,61,bucket fill water calculate
681,61,water calculate optimal trajectory douse
682,61,douse fire minimum
683,61,minimum water go
684,61,go sleep fire
685,61,fire time mathematician wake
686,61,mathematician wake look
687,61,look fire look bucket
688,61,bucket water exclaim
689,61,water exclaim solution exist go
690,61,go sleep
691,62,rally cry international
692,62,international dyslexic pride movement dyslexic untie
693,62,dyslexic pride movement dyslexic untie
694,63,redneck seated end
695,63,end bar young
696,63,young lady seat stool
697,63,stool begin choke
698,63,choke piece hamburger
699,63,hamburger turn blue obviously
700,63,blue obviously respiratory distress
701,63,respiratory distress say
702,63,gal have
703,63,have bad time agree
704,63,agree say think
705,63,think help bet say
706,63,bet say firstand
707,63,ran say
708,63,say breathe shake
709,63,shake head say
710,63,say speak shake
711,63,shake head
712,63,pull skirt
713,63,skirt lick
714,63,butt shock
715,63,shock coughed obstruction
716,63,obstruction begin breathewith great
717,63,breathewith great relief redneck walk
718,63,redneck walk friend say
719,63,friend say funny hind lick
720,63,hind lick maneuver work
721,64,lawyer open door bmw
722,64,bmw suddenly car come
723,64,car come hit door
724,64,hit door rip completely
725,64,completely police arrive
726,64,arrive scene lawyer complain
727,64,lawyer complain bitterly damage
728,64,damage precious bmw officer look
729,64,bmw officer look
730,64,beeeeemer whine
731,64,whine lawyer materialistic
732,64,materialistic sick retort
733,64,sick retort officer worry
734,64,worry stupid bmw
735,64,stupid bmw notice
736,64,notice leave arm
737,64,leave arm rip oh gaaaad
738,64,oh gaaaad reply lawyer finally notice
739,64,lawyer finally notice bloody left shoulder
740,64,leave shoulder arm
741,64,rolex
742,65,time broom fall
743,65,broom fall love decide
744,65,decide married ceremony
745,65,ceremony bride broom inform groom
746,65,inform groom broom expect
747,65,expect little whiskbroom groom
748,65,whiskbroom groom broom aghast
749,65,aghast possible ask
750,65,sweep
751,66,man pilot hot air balloon discover
752,66,air balloon discover wandered course
753,66,wander course hopelessly lose
754,66,hopelessly lose descend low altitude
755,66,low altitude locate man
756,66,man ground lower
757,66,ground lower balloon shout
758,66,shout excuse tell
759,66,tell
760,66,man say yes
761,66,say yes hot air
762,66,hot air balloon 30 foot
763,66,30 foot field work
764,66,work information technology say
765,66,technology say balloonist yes reply
766,66,reply man
767,66,know say
768,66,say balloonist tell
769,66,tell technically correct
770,66,technically correct use
771,66,use man say
772,66,say work management
773,66,management reply balloonist
774,66,balloonist know say
775,66,know say man
776,66,know
777,66,go
778,66,going expect immediate help
779,66,immediate help
780,66,position
781,66,meet
782,66,fault
783,67,guy wife ask honey die
784,67,die remarry
785,67,remarry reply considerable
786,67,considerable period grieve
787,67,grieve need companionship guess
788,67,guess ask
789,67,ask die remarry
790,67,remarry live
791,67,live house reply
792,67,reply spend lot
793,67,lot time money get
794,67,money get house way
795,67,way want
796,67,go rid
797,67,rid house guess
798,67,guess die
799,67,die remarry live
800,67,live house
801,67,house sleep bed
802,67,bed say bed
803,67,bed brand new pay
804,67,pay thousand dollar
805,67,dollar go
806,67,go long time guess
807,67,time guess ask
808,67,ask die
809,67,die remarry live
810,67,live house sleep
811,67,sleep bed use
812,67,use golf club oh
813,67,leave handed
814,68,feminist screw
815,68,screw light bulb
816,68,bulb funny
817,69,employer applicant job need
818,69,job need responsible applicant
819,69,responsible applicant
820,69,want job
821,69,job time go wrong
822,69,go wrong say responsible
823,69,say responsible
824,70,recent sacramento pc user group meeting
825,70,user group meeting company demonstrate
826,70,demonstrate late speech recognition software
827,70,recognition software representative company
828,70,company ready start
829,70,ready start demonstration ask
830,70,ask room quiet
831,70,room quiet
832,70,room
833,70,room yelled format c return
834,70,c return chime yes return
835,70,return unfortunately software work
836,71,day college dean
837,71,college dean address student point
838,71,student point rule
839,71,rule female dormitory outofbound
840,71,outofbound male student
841,71,male student male dormitory
842,71,dormitory female student anybody catch break
843,71,anybody catch break rule find
844,71,find 20 time
845,71,time continue anybody catch break
846,71,catch break rule second time
847,71,second time fine 60 catch
848,71,60 catch time cost
849,71,time cost fine 180
850,71,fine 180 question
851,71,question point male student
852,71,male student crowd inquire
853,71,crowd inquire season pass
854,71,season pass
855,72,question difference george washington
856,72,george washington richard nixon bill clinton
857,72,bill clinton answer washington tell
858,72,tell lie nixon
859,72,nixon tell truth clinton
860,72,truth clinton know difference
861,72,know difference
862,73,question stalker
863,73,change light bulb answer
864,73,light bulb answer replace
865,73,replace bulb
866,73,watch day night
867,73,watch day night
868,74,question know difference
869,74,difference intelligent male sasquatch
870,74,sasquatch answer actual
871,74,actual report sighting sasquatch
872,74,report sighting sasquatch
873,75,man woman
874,75,woman get
875,75,get terrible car wreck
876,75,wreck vehicle completely destroy
877,75,completely destroy buy fortunately
878,75,hurt thankfulness woman
879,75,thankfulness woman say man
880,75,man okay
881,75,okay celebrate
882,75,bottle wine
883,75,wine car let open
884,75,open woman get
885,75,woman get bottleout car
886,75,car hand man
887,75,man man take
888,75,take big drink hand
889,75,hand woman bottle woman
890,75,bottle woman close bottle
891,75,bottle man ask
892,75,man ask go
893,75,go drink woman
894,75,drink woman cleverly reply think
895,75,think wait
896,75,wait cop
897,75,cop
898,76,pro opposite con
899,76,con congress opposite
900,76,opposite progress
901,77,question difference government
902,77,government mafia answer
903,77,organize
904,78,question wonder irs call
905,78,irs call form 1040 answer
906,78,answer 50 earn
907,78,earn 10
908,78,10 40
909,79,question hear dyslexic devil
910,79,dyslexic devil worshiper answer sell
911,79,sell soul santa
912,80,hillary bill clinton pope sit
913,80,pope sit airplane bill
914,80,airplane bill say throw
915,80,throw thousand dollar bill
916,80,bill plane
917,80,person happy hillary say
918,80,happy hillary say throw 10
919,80,throw 10 dollar bill
920,80,plane 10 people
921,80,10 people happy pope chip
922,80,pope chip say
923,80,say throw bill
924,80,airplane
925,80,country happy
926,81,asian man go new york
927,81,new york citybank exchange 10000 yen
928,81,exchange 10000 yen american currency teller
929,81,currency teller give 72 00
930,81,72 00 month asian man
931,81,asian man go bank
932,81,bank 10000 yen receive
933,81,yen receive 62 00 ask
934,81,ask come 62 00
935,81,62 00 teller say fluctuation fluctuation
936,81,fluctuation fluctuation asian man look
937,81,man look teller say
938,81,say fluk amelican
939,82,question computer programmer
940,82,computer programmer shower day
941,82,shower day long answer
942,82,shampoo label
943,82,say rinse lather repeat
944,83,woman say place
945,83,place mess cmon
946,83,need clean
947,83,clean stuff lie
948,83,lie floor
949,83,clothe wear
950,83,wear laundry
951,83,laundry right man
952,83,man hear blah blah blah blah
953,83,blah blah blah cmon blah blah blah blah
954,83,blah blah blah blah blah
955,83,blah blah blah blah floor
956,83,floor blah blah blah blah
957,83,blah blah clothe blah blah blah blah
958,83,blah blah blah right
959,84,question difference mechanical engineer
960,84,mechanical engineer civil engineer answer mechanical
961,84,engineer answer mechanical engineer build weapon civil engineer
962,84,weapon civil engineer build target
963,85,question president
964,85,screw light bulb
965,85,light bulb answer depend
966,85,depend definition screw light
967,85,screw light bulb
968,86,neutron walk bar order
969,86,bar order drink
970,86,owe neutron
971,86,neutron ask bartender reply
972,86,reply charge
973,87,man recently complete routine physical examination
974,87,routine physical examination receive phone
975,87,phone doctor doctor say
976,87,doctor say good news
977,87,good news bad news
978,87,bad news man say ok
979,87,ok good news
980,87,news doctor say good news
981,87,good news 24 hour
982,87,24 hour live man reply
983,87,man reply shit good
984,87,good news
985,87,bad news doctor say
986,87,doctor say bad news
987,87,news forgot yesterday
988,87,forgot yesterday
989,88,czechoslovakian man feel eyesight grow
990,88,eyesight grow steadily worse feel
991,88,feel time
992,88,optometrist doctor start
993,88,doctor start simple testing
994,88,simple testing show standard eye
995,88,standard eye chart letter diminish
996,88,letter diminish size crkbnwxskzy read
997,88,read doctor ask read
998,88,doctor ask read czech answer doc
999,88,answer doc know
1000,89,radio conversation naval ship
1001,89,naval ship canadian authority americans
1002,89,authority americans divert course 15 degree
1003,89,course 15 degree north avoid
1004,89,north avoid collision canadian recommend
1005,89,canadians recommend divert course 15 degree
1006,89,course 15 degree south avoid
1007,89,south avoid collision americans
1008,89,americans captain
1009,89,navy ship
1010,89,divert course canadian
1011,89,course canadian divert
1012,89,divert course americans
1013,89,americans aircraft carrier uss lincoln
1014,89,carrier uss lincoln second large ship
1015,89,large ship united states atlantic fleet
1016,89,states atlantic fleet accompany
1017,89,accompany destroyer cruiser numerous
1018,89,cruiser numerous support vessel demand
1019,89,demand change course 15
1020,89,course 15 degree north
1021,89,degree north countermeasure
1022,89,north countermeasure undertake ensure
1023,89,undertake ensure safety ship
1024,89,ship canadian lighthouse
1025,89,lighthouse
1026,90,country guy go city bar
1027,90,city bar dress code
1028,90,dress code maitre d demand
1029,90,maitre d demand wear tie discourage
1030,90,tie discourage guy go
1031,90,go car sulk inspiration
1032,90,sulk inspiration strike get jumper
1033,90,get jumper cable trunk
1034,90,trunk wrap
1035,90,neck sort like
1036,90,like string tie bulky string
1037,90,bulky string tie sure
1038,90,sure return bar
1039,90,bar maitre d reluctant
1040,90,reluctant say guy okay
1041,90,guy okay pretty resourceful
1042,90,pretty resourceful fellow come
1043,90,come start
1044,90,start
1045,91,question programmer
1046,91,change lightbulb answer
1047,91,lightbulb answer hardware problem
1048,91,hardware problem
1049,92,panda bear walk bar sit
1050,92,bar sit table
1051,92,table order beer
1052,92,beer double cheeseburger
1053,92,finish eat pull
1054,92,pull gun rip
1055,92,rips place gunfire patron scatter
1056,92,gunfire patron scatter dive chair
1057,92,chair table bear run
1058,92,bear run door ensure
1059,92,door ensure hurt
1060,92,hurt bartender race
1061,92,race door call
1062,92,call bear hell
1063,92,hell
1064,92,bear call
1065,92,panda bear look
1066,92,bear look dictionary
1067,92,dictionary bartender return pull
1068,92,pull dictionary panda panda n zool
1069,92,panda n zool small asiatic mammal ailurus
1070,92,asiatic mammal ailurus fulgen have fine soft fur
1071,92,fine soft fur relate
1072,92,relate bear inhabit mountain
1073,92,inhabit mountain northern india eat shoot
1074,92,india eat shoot leave
1075,93,early morning mother go
1076,93,go sleep son wake
1077,93,wake wake son
1078,93,son time
1079,93,school mama
1080,93,mama want
1081,93,want school
1082,93,reason
1083,93,want school
1084,93,school child hate
1085,93,child hate teacher
1086,93,teacher hate oh
1087,93,oh reason come
1088,93,come school
1089,93,school good reason
1090,93,good reason
1091,93,school fiftytwo
1092,93,fiftytwo year old
1093,93,principal school
1094,93,principal school
1095,94,reach end job interview
1096,94,job interview human resource person ask
1097,94,person ask young engineer fresh
1098,94,fresh stanford start salary
1099,94,start salary look
1100,94,look engineer say neighborhood
1101,94,neighborhood 125000 year depend
1102,94,year depend benefit package
1103,94,benefit package interviewer say
1104,94,package
1105,94,package 5weeks vacation 14 pay
1106,94,vacation 14 pay holiday medical dental
1107,94,medical dental company match retirement fund
1108,94,retirement fund 50 salary
1109,94,salary company car lease 2
1110,94,lease 2 year red corvette
1111,94,red corvette engineer sit straight
1112,94,sit straight say wow
1113,94,wow kidding interviewer reply
1114,94,interviewer reply yeah start
1115,94,yeah start
1116,95,atom walk street
1117,95,street atom say
1118,95,say oh
1119,95,lose electron second
1120,95,electron second atom saysare sure
1121,95,sure reply positive
1122,95,reply positive
1123,96,think criticize walk
1124,96,walk mile shoe
1125,96,shoe criticize
1126,96,criticize mile
1127,96,mile away shoe
1128,96,away shoe
1129,97,attorney go diner order
1130,97,diner order drink produce
1131,97,produce sandwich briefcase
1132,97,briefcase start eat owner
1133,97,eat owner concern march
1134,97,concerned march tell
1135,97,tell eat sandwich
1136,97,sandwich attorney look
1137,97,attorney look shrugged
1138,97,shrug shoulder exchange sandwich
1139,97,shoulder exchange sandwich
1140,98,teacher explain class
1141,98,class different language use negative differently
