Joke Number,Text,Average Rating
7,", `` Yes , sir . '' Minutes",-0.6339466764757974
7,", sir . '' Minutes later the girl",-0.6339466764757974
7,'' Minutes later the girl came down the,-0.6339466764757974
7,"the girl came down the stairs , kissed",-0.6339466764757974
7,"down the stairs , kissed her father goodbye",-0.6339466764757974
7,", kissed her father goodbye and the couple",-0.6339466764757974
7,father goodbye and the couple left . After,-0.6339466764757974
7,the couple left . After only a few,-0.6339466764757974
7,. After only a few minutes she reappeared,-0.6339466764757974
7,"a few minutes she reappeared , furious ,",-0.6339466764757974
7,"she reappeared , furious , dress torn ,",-0.6339466764757974
7,"furious , dress torn , hair a mess",-0.6339466764757974
7,"torn , hair a mess and screamed ``",-0.6339466764757974
7,"a mess and screamed `` Dammit , Daddy",-0.6339466764757974
7,"screamed `` Dammit , Daddy , it 's",-0.6339466764757974
7,", Daddy , it 's the TWIST ,",-0.6339466764757974
7,"it 's the TWIST , get it straight",-0.6339466764757974
8,Q : What did the blind person say,-0.9962671806677472
8,did the blind person say when given some,-0.9962671806677472
8,person say when given some matzah ? A,-0.9962671806677472
8,given some matzah ? A : Who the,-0.9962671806677472
8,? A : Who the hell wrote this,-0.9962671806677472
9,Q . What is orange and sounds like,-0.620039361113822
9,is orange and sounds like a parrot ?,-0.620039361113822
9,sounds like a parrot ? A . A,-0.620039361113822
10,How many men does it take to screw,1.181705631225859
10,does it take to screw in a light,1.181705631225859
10,to screw in a light bulb ? One,1.181705631225859
10,a light bulb ? One ... men will,1.181705631225859
10,? One ... men will screw anything .,1.181705631225859
11,A dog walks into Western Union and asks,1.728665323242027
11,into Western Union and asks the clerk to,1.728665323242027
11,and asks the clerk to send a telegram,1.728665323242027
11,clerk to send a telegram . He fills,1.728665323242027
11,a telegram . He fills out a form,1.728665323242027
11,He fills out a form on which he,1.728665323242027
11,a form on which he writes down the,1.728665323242027
11,which he writes down the telegram he wishes,1.728665323242027
11,down the telegram he wishes to send :,1.728665323242027
11,he wishes to send : `` Bow wow,1.728665323242027
11,"send : `` Bow wow wow , Bow",1.728665323242027
11,"Bow wow wow , Bow wow wow .",1.728665323242027
11,", Bow wow wow . '' The clerk",1.728665323242027
11,"wow . '' The clerk says , ``",1.728665323242027
11,"The clerk says , `` You can add",1.728665323242027
11,", `` You can add another 'Bow wow",1.728665323242027
11,can add another 'Bow wow ' for the,1.728665323242027
11,'Bow wow ' for the same price .,1.728665323242027
11,for the same price . '' The dog,1.728665323242027
11,"price . '' The dog responded , ``",1.728665323242027
11,"The dog responded , `` Now would n't",1.728665323242027
11,", `` Now would n't that sound a",1.728665323242027
11,would n't that sound a little silly ?,1.728665323242027
12,Q : If a person who speaks three,1.5043600220365438
12,a person who speaks three languages is called,1.5043600220365438
12,"speaks three languages is called `` tri-lingual ,",1.5043600220365438
12,"is called `` tri-lingual , '' and a",1.5043600220365438
12,"tri-lingual , '' and a person who speaks",1.5043600220365438
12,and a person who speaks two languages is,1.5043600220365438
12,who speaks two languages is called `` bi-lingual,1.5043600220365438
12,"languages is called `` bi-lingual , '' what",1.5043600220365438
12,"`` bi-lingual , '' what do call a",1.5043600220365438
12,'' what do call a person who only,1.5043600220365438
12,call a person who only speaks one language,1.5043600220365438
12,who only speaks one language ? A :,1.5043600220365438
13,This couple had an excellent relationship going until,-1.944858660854165
13,an excellent relationship going until one day he,-1.944858660854165
13,going until one day he came home from,-1.944858660854165
13,day he came home from work to find,-1.944858660854165
13,home from work to find his girlfriend packing,-1.944858660854165
13,to find his girlfriend packing . He asked,-1.944858660854165
13,girlfriend packing . He asked her why she,-1.944858660854165
13,He asked her why she was leaving him,-1.944858660854165
13,why she was leaving him and she told,-1.944858660854165
13,leaving him and she told him that she,-1.944858660854165
13,she told him that she had heard awful,-1.944858660854165
13,that she had heard awful things about him,-1.944858660854165
13,heard awful things about him . `` What,-1.944858660854165
13,about him . `` What could they possibly,-1.944858660854165
13,`` What could they possibly have said to,-1.944858660854165
13,they possibly have said to make you move,-1.944858660854165
13,said to make you move out ? '',-1.944858660854165
13,you move out ? '' `` They told,-1.944858660854165
13,? '' `` They told me that you,-1.944858660854165
13,They told me that you were a pedophile,-1.944858660854165
13,that you were a pedophile . '' He,-1.944858660854165
13,"a pedophile . '' He replied , ``",-1.944858660854165
13,"'' He replied , `` That 's an",-1.944858660854165
13,", `` That 's an awfully big word",-1.944858660854165
13,'s an awfully big word for a ten,-1.944858660854165
13,big word for a ten year old .,-1.944858660854165
14,What 's the difference between a MacIntosh and,1.3202849723228318
14,difference between a MacIntosh and an Etch-A-Sketch ?,1.3202849723228318
14,MacIntosh and an Etch-A-Sketch ? You do n't,1.3202849723228318
14,Etch-A-Sketch ? You do n't have to shake,1.3202849723228318
14,do n't have to shake the Mac to,1.3202849723228318
14,to shake the Mac to clear the screen,1.3202849723228318
15,What 's the difference between a used tire,-2.112506062174754
15,difference between a used tire and 365 used,-2.112506062174754
15,used tire and 365 used condoms ? One,-2.112506062174754
15,365 used condoms ? One 's a Goodyear,-2.112506062174754
15,"? One 's a Goodyear , the other",-2.112506062174754
15,"a Goodyear , the other 's a great",-2.112506062174754
16,A duck walks into a pharmacy and asks,-3.103138326135234
16,into a pharmacy and asks for a condom,-3.103138326135234
16,and asks for a condom . The pharmacist,-3.103138326135234
16,a condom . The pharmacist says `` Would,-3.103138326135234
16,The pharmacist says `` Would you like me,-3.103138326135234
16,`` Would you like me to stick that,-3.103138326135234
16,like me to stick that on your bill,-3.103138326135234
16,stick that on your bill ? '' The,-3.103138326135234
16,your bill ? '' The duck says :,-3.103138326135234
16,'' The duck says : `` What kind,-3.103138326135234
16,says : `` What kind of duck do,-3.103138326135234
16,What kind of duck do you think I,-3.103138326135234
16,duck do you think I am ! '',-3.103138326135234
17,Q : What is the Australian word for,-1.2881012899622684
17,is the Australian word for a boomerang that,-1.2881012899622684
17,word for a boomerang that wo n't come,-1.2881012899622684
17,boomerang that wo n't come back ? A,-1.2881012899622684
17,n't come back ? A : A stick,-1.2881012899622684
18,What do you get when you run over,-0.9061631518718326
18,get when you run over a parakeet with,-0.9061631518718326
18,run over a parakeet with a lawnmower ?,-0.9061631518718326
18,parakeet with a lawnmower ? Shredded tweet .,-0.9061631518718326
19,Two kindergarten girls were talking outside : one,0.1715598179985287
19,"were talking outside : one said , ``",0.1715598179985287
19,": one said , `` You wo n't",0.1715598179985287
19,", `` You wo n't believe what I",0.1715598179985287
19,wo n't believe what I saw on the,0.1715598179985287
19,what I saw on the patio yesterday --,0.1715598179985287
19,on the patio yesterday -- a condom !,0.1715598179985287
19,yesterday -- a condom ! '' The second,0.1715598179985287
19,"condom ! '' The second girl asked ,",0.1715598179985287
19,"The second girl asked , `` What 's",0.1715598179985287
19,"asked , `` What 's a patio ?",0.1715598179985287
20,A guy walks into a bar and sits,-1.2032695818008448
20,into a bar and sits down next to,-1.2032695818008448
20,and sits down next to an extremely gorgeous,-1.2032695818008448
20,next to an extremely gorgeous woman . The,-1.2032695818008448
20,extremely gorgeous woman . The first thing he,-1.2032695818008448
20,. The first thing he notices about her,-1.2032695818008448
20,"thing he notices about her though , are",-1.2032695818008448
20,"about her though , are her pants .",-1.2032695818008448
20,", are her pants . They were skin-tight",-1.2032695818008448
20,"pants . They were skin-tight , high-waisted and",-1.2032695818008448
20,"were skin-tight , high-waisted and had no obvious",-1.2032695818008448
20,high-waisted and had no obvious mechanism ( zipper,-1.2032695818008448
20,"no obvious mechanism ( zipper , buttons or",-1.2032695818008448
20,"( zipper , buttons or velcro ) for",-1.2032695818008448
20,buttons or velcro ) for opening them .,-1.2032695818008448
20,) for opening them . After several minutes,-1.2032695818008448
20,them . After several minutes of puzzling over,-1.2032695818008448
20,several minutes of puzzling over how she got,-1.2032695818008448
20,puzzling over how she got the pants up,-1.2032695818008448
20,she got the pants up over her hips,-1.2032695818008448
20,"pants up over her hips , he finally",-1.2032695818008448
20,"her hips , he finally worked up the",-1.2032695818008448
20,he finally worked up the nerve to ask,-1.2032695818008448
20,up the nerve to ask her . ``,-1.2032695818008448
20,to ask her . `` Excuse me miss,-1.2032695818008448
20,". `` Excuse me miss , but how",-1.2032695818008448
20,"me miss , but how do you get",-1.2032695818008448
20,but how do you get into your pants,-1.2032695818008448
20,you get into your pants ? '' ``,-1.2032695818008448
20,"your pants ? '' `` Well , ''",-1.2032695818008448
20,"'' `` Well , '' she replied ,",-1.2032695818008448
20,", '' she replied , `` you can",-1.2032695818008448
20,"replied , `` you can start by buying",-1.2032695818008448
20,you can start by buying me a drink,-1.2032695818008448
21,Clinton returns from a vacation in Arkansas and,2.106803971857346
21,a vacation in Arkansas and walks down the,2.106803971857346
21,Arkansas and walks down the steps of Air,2.106803971857346
21,down the steps of Air Force One with,2.106803971857346
21,of Air Force One with two pigs under,2.106803971857346
21,One with two pigs under his arms .,2.106803971857346
21,pigs under his arms . At the bottom,2.106803971857346
21,arms . At the bottom of the steps,2.106803971857346
21,"the bottom of the steps , he says",2.106803971857346
21,"the steps , he says to the honor",2.106803971857346
21,"he says to the honor guardsman , ``",2.106803971857346
21,"the honor guardsman , `` These are genuine",2.106803971857346
21,", `` These are genuine Arkansas Razor-Back Hogs",2.106803971857346
21,are genuine Arkansas Razor-Back Hogs . I got,2.106803971857346
21,Razor-Back Hogs . I got this one for,2.106803971857346
21,I got this one for Chelsea and this,2.106803971857346
21,one for Chelsea and this one for Hillary,2.106803971857346
21,and this one for Hillary . '' The,2.106803971857346
21,"for Hillary . '' The guardsman replies ,",2.106803971857346
21,"'' The guardsman replies , `` Nice trade",2.106803971857346
21,"replies , `` Nice trade , Sir .",2.106803971857346
22,"A mechanical , electrical and a software engineer",0.8813262231574921
22,electrical and a software engineer from Microsoft were,0.8813262231574921
22,software engineer from Microsoft were driving through the,0.8813262231574921
22,Microsoft were driving through the desert when the,0.8813262231574921
22,through the desert when the car broke down,0.8813262231574921
22,when the car broke down . The mechanical,0.8813262231574921
22,broke down . The mechanical engineer said ``,0.8813262231574921
22,The mechanical engineer said `` It seems to,0.8813262231574921
22,said `` It seems to be a problem,0.8813262231574921
22,seems to be a problem with the fuel,0.8813262231574921
22,"a problem with the fuel injection system ,",0.8813262231574921
22,"the fuel injection system , why do n't",0.8813262231574921
22,"system , why do n't we pop the",0.8813262231574921
22,do n't we pop the hood and I,0.8813262231574921
22,pop the hood and I 'll take a,0.8813262231574921
22,and I 'll take a look at it,0.8813262231574921
22,take a look at it . '' To,0.8813262231574921
22,at it . '' To which the electrical,0.8813262231574921
22,"'' To which the electrical engineer replied ,",0.8813262231574921
22,"the electrical engineer replied , `` No I",0.8813262231574921
22,"replied , `` No I think it 's",0.8813262231574921
22,No I think it 's just a loose,0.8813262231574921
22,"it 's just a loose ground wire ,",0.8813262231574921
22,"a loose ground wire , I 'll get",0.8813262231574921
22,"wire , I 'll get out and take",0.8813262231574921
22,'ll get out and take a look .,0.8813262231574921
22,"and take a look . '' Then ,",0.8813262231574921
22,"look . '' Then , the Microsoft engineer",0.8813262231574921
22,"Then , the Microsoft engineer jumps in .",0.8813262231574921
22,"Microsoft engineer jumps in . `` No ,",0.8813262231574921
22,"in . `` No , no , no",0.8813262231574921
22,"No , no , no . If we",0.8813262231574921
22,", no . If we just close up",0.8813262231574921
22,If we just close up all the windows,0.8813262231574921
22,"close up all the windows , get out",0.8813262231574921
22,"the windows , get out , wait a",0.8813262231574921
22,"get out , wait a few minutes ,",0.8813262231574921
22,"wait a few minutes , get back in",0.8813262231574921
22,"minutes , get back in , and then",0.8813262231574921
22,"back in , and then reopen the windows",0.8813262231574921
22,and then reopen the windows everything will work,0.8813262231574921
22,the windows everything will work fine . '',0.8813262231574921
23,An old Scotsmen is sitting with a younger,0.1713877235876978
23,is sitting with a younger Scottish gentleman and,0.1713877235876978
23,a younger Scottish gentleman and says the boy,0.1713877235876978
23,gentleman and says the boy . `` Ah,0.1713877235876978
23,"the boy . `` Ah , lad look",0.1713877235876978
23,"`` Ah , lad look out that window",0.1713877235876978
23,lad look out that window . You see,0.1713877235876978
23,that window . You see that stone wall,0.1713877235876978
23,"You see that stone wall there , I",0.1713877235876978
23,"stone wall there , I built it with",0.1713877235876978
23,", I built it with me own bare",0.1713877235876978
23,"it with me own bare hands , placed",0.1713877235876978
23,"own bare hands , placed every stone meself",0.1713877235876978
23,", placed every stone meself . But do",0.1713877235876978
23,stone meself . But do they call me,0.1713877235876978
23,But do they call me MacGregor the wall,0.1713877235876978
23,call me MacGregor the wall builder ? No,0.1713877235876978
23,the wall builder ? No ! He Takes,0.1713877235876978
23,? No ! He Takes a few sips,0.1713877235876978
23,He Takes a few sips of his beer,0.1713877235876978
23,"few sips of his beer then says ,",0.1713877235876978
23,"his beer then says , `` Aye ,",0.1713877235876978
23,"says , `` Aye , and look out",0.1713877235876978
23,"Aye , and look out on that lake",0.1713877235876978
23,look out on that lake and eye that,0.1713877235876978
23,that lake and eye that beautiful pier .,0.1713877235876978
23,eye that beautiful pier . I built it,0.1713877235876978
23,"pier . I built it meself , laid",0.1713877235876978
23,"built it meself , laid every board and",0.1713877235876978
23,", laid every board and hammered each nail",0.1713877235876978
23,board and hammered each nail but do they,0.1713877235876978
23,each nail but do they call me MacGregor,0.1713877235876978
23,do they call me MacGregor the pier builder,0.1713877235876978
23,me MacGregor the pier builder ? No !,0.1713877235876978
23,pier builder ? No ! He continues ...,0.1713877235876978
23,No ! He continues ... '' And lad,0.1713877235876978
23,"continues ... '' And lad , you see",0.1713877235876978
23,"And lad , you see that road ?",0.1713877235876978
23,you see that road ? That too I,0.1713877235876978
23,road ? That too I build with me,0.1713877235876978
23,too I build with me own bare hands,0.1713877235876978
23,with me own bare hands . Laid every,0.1713877235876978
23,bare hands . Laid every inch of pavement,0.1713877235876978
23,"Laid every inch of pavement meself , but",0.1713877235876978
23,"of pavement meself , but do they call",0.1713877235876978
23,", but do they call MacGregor the road",0.1713877235876978
23,they call MacGregor the road builder ? No,0.1713877235876978
23,the road builder ? No ! '' Again,0.1713877235876978
23,? No ! '' Again he returns to,0.1713877235876978
23,'' Again he returns to his beer for,0.1713877235876978
23,returns to his beer for a few sips,0.1713877235876978
23,"beer for a few sips , then says",0.1713877235876978
23,"few sips , then says , `` Agh",0.1713877235876978
23,"then says , `` Agh , but you",0.1713877235876978
23,"`` Agh , but you screw one sheep",0.1713877235876978
24,Q . What 's 200 feet long and,-1.7308062025479345
24,'s 200 feet long and has 4 teeth,-1.7308062025479345
24,long and has 4 teeth ? A .,-1.7308062025479345
24,4 teeth ? A . The front row,-1.7308062025479345
24,A . The front row at a Willie,-1.7308062025479345
24,front row at a Willie Nelson Concert .,-1.7308062025479345
25,Q : What 's the difference between a,0.4183960841511953
25,'s the difference between a Lawyer and a,0.4183960841511953
25,between a Lawyer and a Plumber ? A,0.4183960841511953
25,and a Plumber ? A : A Plumber,0.4183960841511953
25,? A : A Plumber works to unclog,0.4183960841511953
25,A Plumber works to unclog the system .,0.4183960841511953
26,President Clinton looks up from his desk in,1.2071649526943644
26,up from his desk in the Oval Office,1.2071649526943644
26,desk in the Oval Office to see one,1.2071649526943644
26,Oval Office to see one of his aides,1.2071649526943644
26,see one of his aides nervously approach him,1.2071649526943644
26,his aides nervously approach him . `` What,1.2071649526943644
26,approach him . `` What is it ?,1.2071649526943644
26,`` What is it ? '' exclaims the,1.2071649526943644
26,it ? '' exclaims the President . ``,1.2071649526943644
26,exclaims the President . `` It 's this,1.2071649526943644
26,. `` It 's this Abortion Bill Mr.,1.2071649526943644
26,"'s this Abortion Bill Mr. President , what",1.2071649526943644
26,"Bill Mr. President , what do you want",1.2071649526943644
26,", what do you want to do about",1.2071649526943644
26,you want to do about it ? '',1.2071649526943644
26,do about it ? '' the aide replies,1.2071649526943644
26,? '' the aide replies . `` Just,1.2071649526943644
26,aide replies . `` Just go ahead and,1.2071649526943644
26,`` Just go ahead and pay it .,1.2071649526943644
26,ahead and pay it . '' responds the,1.2071649526943644
27,A man arrives at the gates of heaven,2.907989013260876
27,at the gates of heaven . St. Peter,2.907989013260876
27,"of heaven . St. Peter asks , ``",2.907989013260876
27,"St. Peter asks , `` Religion ? ''",2.907989013260876
27,", `` Religion ? '' The man says",2.907989013260876
27,"? '' The man says , `` Methodist",2.907989013260876
27,"man says , `` Methodist . '' St.",2.907989013260876
27,`` Methodist . '' St. Peter looks down,2.907989013260876
27,"'' St. Peter looks down his list ,",2.907989013260876
27,"looks down his list , and says ,",2.907989013260876
27,"list , and says , `` Go to",2.907989013260876
27,"says , `` Go to room 24 ,",2.907989013260876
27,"Go to room 24 , but be very",2.907989013260876
27,"24 , but be very quiet as you",2.907989013260876
27,be very quiet as you pass room 8,2.907989013260876
27,as you pass room 8 . '' Another,2.907989013260876
27,room 8 . '' Another man arrives at,2.907989013260876
27,'' Another man arrives at the gates of,2.907989013260876
27,arrives at the gates of heaven . ``,2.907989013260876
27,gates of heaven . `` Religion ? '',2.907989013260876
27,. `` Religion ? '' `` Baptist .,2.907989013260876
27,? '' `` Baptist . '' `` Go,2.907989013260876
27,Baptist . '' `` Go to room 18,2.907989013260876
27,"`` Go to room 18 , but be",2.907989013260876
27,"room 18 , but be very quiet as",2.907989013260876
27,but be very quiet as you pass room,2.907989013260876
27,quiet as you pass room 8 . '',2.907989013260876
27,pass room 8 . '' A third man,2.907989013260876
27,. '' A third man arrives at the,2.907989013260876
27,third man arrives at the gates . ``,2.907989013260876
27,at the gates . `` Religion ? '',2.907989013260876
27,. `` Religion ? '' `` Jewish .,2.907989013260876
27,? '' `` Jewish . '' `` Go,2.907989013260876
27,Jewish . '' `` Go to room 11,2.907989013260876
27,"`` Go to room 11 , but be",2.907989013260876
27,"room 11 , but be very quiet as",2.907989013260876
27,but be very quiet as you pass room,2.907989013260876
27,quiet as you pass room 8 . '',2.907989013260876
27,pass room 8 . '' The man says,2.907989013260876
27,". '' The man says , `` I",2.907989013260876
27,"man says , `` I can understand there",2.907989013260876
27,`` I can understand there being different rooms,2.907989013260876
27,understand there being different rooms for different religions,2.907989013260876
27,"different rooms for different religions , but why",2.907989013260876
27,"different religions , but why must I be",2.907989013260876
27,but why must I be quiet when I,2.907989013260876
27,I be quiet when I pass room 8,2.907989013260876
27,when I pass room 8 ? '' St.,2.907989013260876
27,room 8 ? '' St. Peter tells him,2.907989013260876
27,"'' St. Peter tells him , `` Well",2.907989013260876
27,"tells him , `` Well the Catholics are",2.907989013260876
27,`` Well the Catholics are in room 8,2.907989013260876
27,"Catholics are in room 8 , and they",2.907989013260876
27,"room 8 , and they think they 're",2.907989013260876
27,and they think they 're the only ones,2.907989013260876
28,What do you call an American in the,1.3926599571561378
28,call an American in the finals of the,1.3926599571561378
28,in the finals of the world cup ?,1.3926599571561378
28,of the world cup ? `` Hey Beer,1.3926599571561378
28,cup ? `` Hey Beer Man ! '',1.3926599571561378
29,Out in the backwoods of some midwestern state,2.6195097293670315
29,"backwoods of some midwestern state , little Johnny",2.6195097293670315
29,"midwestern state , little Johnny arrives at school",2.6195097293670315
29,little Johnny arrives at school an hour late,2.6195097293670315
29,at school an hour late . Teacher :,2.6195097293670315
29,hour late . Teacher : `` Why are,2.6195097293670315
29,Teacher : `` Why are you so late,2.6195097293670315
29,"Why are you so late , John ?",2.6195097293670315
29,"so late , John ? '' Johny :",2.6195097293670315
29,John ? '' Johny : `` My big,2.6195097293670315
29,Johny : `` My big brother got shot,2.6195097293670315
29,My big brother got shot in the ass,2.6195097293670315
29,got shot in the ass . '' (,2.6195097293670315
29,the ass . '' ( the teacher corrects,2.6195097293670315
29,'' ( the teacher corrects his speech ),2.6195097293670315
29,teacher corrects his speech ) Teacher : ``,2.6195097293670315
29,speech ) Teacher : `` Rectum . '',2.6195097293670315
29,: `` Rectum . '' Johnny : ``,2.6195097293670315
29,. '' Johnny : `` Wrecked him !,2.6195097293670315
29,": `` Wrecked him ! ? Hell ,",2.6195097293670315
29,"him ! ? Hell , It damn near",2.6195097293670315
29,"Hell , It damn near killed him !",2.6195097293670315
30,An explorer in the deepest Amazon suddenly finds,-0.4743348276748237
30,the deepest Amazon suddenly finds himself surrounded by,-0.4743348276748237
30,suddenly finds himself surrounded by a bloodthirsty group,-0.4743348276748237
30,surrounded by a bloodthirsty group of natives .,-0.4743348276748237
30,bloodthirsty group of natives . Upon surveying the,-0.4743348276748237
30,"natives . Upon surveying the situation , he",-0.4743348276748237
30,"surveying the situation , he says quietly to",-0.4743348276748237
30,", he says quietly to himself , ``",-0.4743348276748237
30,"quietly to himself , `` Oh God ,",-0.4743348276748237
30,", `` Oh God , I 'm screwed",-0.4743348276748237
30,"God , I 'm screwed . '' The",-0.4743348276748237
30,'m screwed . '' The sky darkens and,-0.4743348276748237
30,'' The sky darkens and a voice booms,-0.4743348276748237
30,"darkens and a voice booms out , ``",-0.4743348276748237
30,"voice booms out , `` No , you",-0.4743348276748237
30,", `` No , you are NOT screwed",-0.4743348276748237
30,", you are NOT screwed . Pick up",-0.4743348276748237
30,NOT screwed . Pick up that stone at,-0.4743348276748237
30,Pick up that stone at your feet and,-0.4743348276748237
30,stone at your feet and bash in the,-0.4743348276748237
30,feet and bash in the head of the,-0.4743348276748237
30,in the head of the chief standing in,-0.4743348276748237
30,of the chief standing in front of you,-0.4743348276748237
30,standing in front of you . '' So,-0.4743348276748237
30,of you . '' So with the stone,-0.4743348276748237
30,'' So with the stone he bashes the,-0.4743348276748237
30,the stone he bashes the life out of,-0.4743348276748237
30,bashes the life out of the chief .,-0.4743348276748237
30,out of the chief . Standing above the,-0.4743348276748237
30,"chief . Standing above the lifeless body ,",-0.4743348276748237
30,"above the lifeless body , breathing heavily looking",-0.4743348276748237
30,"body , breathing heavily looking at 100 angry",-0.4743348276748237
30,heavily looking at 100 angry natives ... The,-0.4743348276748237
30,100 angry natives ... The voice booms out,-0.4743348276748237
30,"... The voice booms out again , ``",-0.4743348276748237
30,"booms out again , `` Okay ..... NOW",-0.4743348276748237
30,", `` Okay ..... NOW you 're screwed",-0.4743348276748237
31,"A guy walks into a bar , orders",1.953046567260824
31,"into a bar , orders a beer and",1.953046567260824
31,", orders a beer and says to the",1.953046567260824
31,"beer and says to the bartender , ``",1.953046567260824
31,"to the bartender , `` Hey , I",1.953046567260824
31,", `` Hey , I got this great",1.953046567260824
31,", I got this great Polish Joke ...",1.953046567260824
31,this great Polish Joke ... '' The barkeep,1.953046567260824
31,Joke ... '' The barkeep glares at him,1.953046567260824
31,The barkeep glares at him and says in,1.953046567260824
31,at him and says in a warning tone,1.953046567260824
31,says in a warning tone of voice :,1.953046567260824
31,warning tone of voice : `` Before you,1.953046567260824
31,voice : `` Before you go telling that,1.953046567260824
31,Before you go telling that joke you better,1.953046567260824
31,telling that joke you better know that I,1.953046567260824
31,"you better know that I 'm Polish ,",1.953046567260824
31,"that I 'm Polish , both bouncers are",1.953046567260824
31,"Polish , both bouncers are Polish and so",1.953046567260824
31,bouncers are Polish and so are most of,1.953046567260824
31,and so are most of my customers '',1.953046567260824
