JokeId,JokeSentences,Average Rating
7,come stair kiss father goodbye,-0.6339466764757974
7,father goodbye couple leave,-0.6339466764757974
7,couple leave minute,-0.6339466764757974
7,minute reappear furious dress tear hair,-0.6339466764757974
7,dress tear hair mess scream dammit,-0.6339466764757974
7,scream dammit daddy twist,-0.6339466764757974
7,twist straight,-0.6339466764757974
8,question blind person,-0.9962671806677472
8,person give matzah answer,-0.9962671806677472
8,hell write,-0.9962671806677472
9,question orange sound like,-0.620039361113822
9,parrot answer carrot,-0.620039361113822
10,man screw,1.181705631225859
10,screw light bulb,1.181705631225859
10,man screw,1.181705631225859
11,dog walk western union ask,1.728665323242027
11,union ask clerk send,1.728665323242027
11,send telegram fill,1.728665323242027
11,fill form write,1.728665323242027
11,write telegram wish,1.728665323242027
11,telegram wish send bow wow wow,1.728665323242027
11,bow wow wow bow wow wow clerk,1.728665323242027
11,wow clerk say add,1.728665323242027
11,add bow wow,1.728665323242027
11,price dog respond,1.728665323242027
11,dog respond sound,1.728665323242027
11,sound little silly,1.728665323242027
12,question person speak language,1.5043600220365438
12,speak language call trilingual,1.5043600220365438
12,trilingual person speak language,1.5043600220365438
12,speak language call bilingual,1.5043600220365438
12,bilingual person,1.5043600220365438
12,person speak language answer american,1.5043600220365438
12,speak language answer american,1.5043600220365438
13,couple excellent relationship go,-1.944858660854165
13,relationship go day come home,-1.944858660854165
13,come home work find,-1.944858660854165
13,find girlfriend packing ask,-1.944858660854165
13,ask leave,-1.944858660854165
13,leave tell,-1.944858660854165
13,tell hear awful thing,-1.944858660854165
13,hear awful thing,-1.944858660854165
13,possibly say,-1.944858660854165
13,say tell,-1.944858660854165
13,tell,-1.944858660854165
13,pedophile reply,-1.944858660854165
13,reply awfully big word,-1.944858660854165
13,year old,-1.944858660854165
14,difference macintosh,1.3202849723228318
14,macintosh etchasketch,1.3202849723228318
14,shake mac,1.3202849723228318
14,mac clear screen,1.3202849723228318
15,difference tire,-2.112506062174754
15,tire 365 condom one,-2.112506062174754
15,condom one goodyear,-2.112506062174754
15,great year,-2.112506062174754
16,duck walk pharmacy ask,-3.103138326135234
16,pharmacy ask condom pharmacist,-3.103138326135234
16,condom pharmacist say like,-3.103138326135234
16,like stick,-3.103138326135234
16,bill duck say,-3.103138326135234
16,duck say kind duck,-3.103138326135234
16,think,-3.103138326135234
17,question australian word,-1.2881012899622684
17,word boomerang come,-1.2881012899622684
17,come answer stick,-1.2881012899622684
18,run,-0.9061631518718326
18,run parakeet lawnmower,-0.9061631518718326
18,lawnmower shred tweet,-0.9061631518718326
19,kindergarten girl talk outside say,0.1715598179985287
19,outside say believe,0.1715598179985287
19,believe see patio,0.1715598179985287
19,patio yesterdaya condom second girl,0.1715598179985287
19,second girl ask patio,0.1715598179985287
19,ask patio,0.1715598179985287
20,guy walk bar sit,-1.2032695818008448
20,bar sit extremely,-1.2032695818008448
20,extremely gorgeous woman thing,-1.2032695818008448
20,thing notice,-1.2032695818008448
20,pant,-1.2032695818008448
20,pant skintight highwaiste,-1.2032695818008448
20,obvious mechanism zipper button,-1.2032695818008448
20,zipper button velcro open,-1.2032695818008448
20,open minute puzzle,-1.2032695818008448
20,puzzle get pant,-1.2032695818008448
20,get pant hip,-1.2032695818008448
20,hip finally work nerve,-1.2032695818008448
20,nerve ask excuse,-1.2032695818008448
20,excuse miss,-1.2032695818008448
20,pant,-1.2032695818008448
20,pant reply start,-1.2032695818008448
20,start buy drink,-1.2032695818008448
20,buy drink,-1.2032695818008448
21,clinton return vacation arkansa,2.106803971857346
21,arkansas walk step,2.106803971857346
21,step air force,2.106803971857346
21,pig arm,2.106803971857346
21,arm step,2.106803971857346
21,step say honor,2.106803971857346
21,honor guardsman genuine arkansa,2.106803971857346
21,genuine arkansas razorback hog get,2.106803971857346
21,get chelsea,2.106803971857346
21,chelsea hillary guardsman,2.106803971857346
21,guardsman reply nice trade sir,2.106803971857346
22,mechanical electrical software engineer,0.8813262231574921
22,software engineer microsoft drive,0.8813262231574921
22,drive desert car break,0.8813262231574921
22,car break mechanical engineer say,0.8813262231574921
22,mechanical engineer say,0.8813262231574921
22,problem fuel injection,0.8813262231574921
22,fuel injection system,0.8813262231574921
22,pop hood,0.8813262231574921
22,hood look,0.8813262231574921
22,look electrical,0.8813262231574921
22,electrical engineer reply think,0.8813262231574921
22,think loose,0.8813262231574921
22,loose ground wire,0.8813262231574921
22,look,0.8813262231574921
22,look microsoft engineer jump,0.8813262231574921
22,microsoft engineer jump,0.8813262231574921
22,close,0.8813262231574921
22,close window wait,0.8813262231574921
22,wait minute,0.8813262231574921
22,minute reopen,0.8813262231574921
22,reopen window work fine,0.8813262231574921
22,window work fine,0.8813262231574921
23,old scotsman sit young,0.1713877235876978
23,young scottish gentleman say,0.1713877235876978
23,say boy ah lad look,0.1713877235876978
23,lad look window,0.1713877235876978
23,stone wall build,0.1713877235876978
23,build bare,0.1713877235876978
23,bare hand place stone meself,0.1713877235876978
23,stone meself,0.1713877235876978
23,macgregor wall builder,0.1713877235876978
23,wall builder take sip,0.1713877235876978
23,sips beer say,0.1713877235876978
23,beer say aye look,0.1713877235876978
23,look lake eye,0.1713877235876978
23,eye beautiful pier build,0.1713877235876978
23,build meself laid board,0.1713877235876978
23,board hammer nail,0.1713877235876978
23,nail macgregor,0.1713877235876978
23,macgregor pier builder continue,0.1713877235876978
23,continue lad,0.1713877235876978
23,road build,0.1713877235876978
23,build bare hand,0.1713877235876978
23,bare hand lay inch pavement,0.1713877235876978
23,inch pavement meself,0.1713877235876978
23,macgregor road builder,0.1713877235876978
23,road builder return,0.1713877235876978
23,return beer sip,0.1713877235876978
23,sip say agh,0.1713877235876978
23,screw sheep,0.1713877235876978
24,question 200 foot long,-1.7308062025479345
24,long 4 tooth answer,-1.7308062025479345
24,answer row willie nelson,-1.7308062025479345
24,willie nelson concert,-1.7308062025479345
25,question difference lawyer,0.4183960841511953
25,lawyer plumber answer,0.4183960841511953
25,plumber answer plumber work unclog,0.4183960841511953
25,work unclog system,0.4183960841511953
26,president clinton look desk,1.2071649526943644
26,desk oval office,1.2071649526943644
26,office aide nervously,1.2071649526943644
26,aide nervously approach,1.2071649526943644
26,exclaim president,1.2071649526943644
26,president abortion bill mr president,1.2071649526943644
26,bill mr president want,1.2071649526943644
26,want aide,1.2071649526943644
26,aide reply ahead,1.2071649526943644
26,ahead pay respond president,1.2071649526943644
26,pay respond president,1.2071649526943644
27,man arrive gate heaven,2.907989013260876
27,gates heaven st peter ask religion,2.907989013260876
27,ask religion man say methodist st peter,2.907989013260876
27,methodist st peter look list,2.907989013260876
27,list say room 24,2.907989013260876
27,room 24 quiet,2.907989013260876
27,quiet pass room 8,2.907989013260876
27,room 8 man arrive gate,2.907989013260876
27,gate heaven religion baptist,2.907989013260876
27,religion baptist room 18,2.907989013260876
27,18 quiet pass,2.907989013260876
27,pass room 8 man,2.907989013260876
27,man arrive gate religion,2.907989013260876
27,gate religion jewish room 11,2.907989013260876
27,room 11 quiet,2.907989013260876
27,quiet pass room 8,2.907989013260876
27,room 8 man say understand,2.907989013260876
27,understand different room,2.907989013260876
27,different room different religion,2.907989013260876
27,quiet,2.907989013260876
27,quiet pass room 8 st peter,2.907989013260876
27,8 st peter tell catholic,2.907989013260876
27,catholic room 8,2.907989013260876
27,room 8 think,2.907989013260876
27,one,2.907989013260876
28,american,1.3926599571561378
28,american final world cup,1.3926599571561378
28,world cup hey beer man,1.3926599571561378
29,backwood midwestern state,2.6195097293670315
29,midwestern state little johnny arrive school,2.6195097293670315
29,arrive school hour late teacher,2.6195097293670315
29,late teacher late john,2.6195097293670315
29,late john johny big brother get,2.6195097293670315
29,big brother got shoot ass,2.6195097293670315
29,ass teacher correct speech teacher,2.6195097293670315
29,speech teacher rectum johnny wreck hell,2.6195097293670315
29,wreck hell damn near kill,2.6195097293670315
29,damn near kill,2.6195097293670315
30,explorer deep amazon suddenly find,-0.4743348276748237
30,amazon suddenly find surround bloodthirsty,-0.4743348276748237
30,bloodthirsty group native survey,-0.4743348276748237
30,native surveying situation say quietly,-0.4743348276748237
30,say quietly oh god,-0.4743348276748237
30,oh god screw sky darken,-0.4743348276748237
30,sky darken voice boom,-0.4743348276748237
30,voice boom screw,-0.4743348276748237
30,screw pick stone,-0.4743348276748237
30,stone foot bash,-0.4743348276748237
30,bash head chief,-0.4743348276748237
30,chief standing,-0.4743348276748237
30,stone,-0.4743348276748237
30,stone bash life,-0.4743348276748237
30,life chief standing,-0.4743348276748237
30,stand lifeless body breathe heavily look,-0.4743348276748237
30,breathe heavily look 100 angry native,-0.4743348276748237
30,angry native voice boom okay,-0.4743348276748237
30,okay screw,-0.4743348276748237
31,guy walk bar order,1.953046567260824
31,bar order beer say,1.953046567260824
31,say bartender hey get,1.953046567260824
31,get great polish joke barkeep,1.953046567260824
31,joke barkeep glare say,1.953046567260824
31,say warn tone,1.953046567260824
31,warn tone voice telling,1.953046567260824
31,tell joke well know,1.953046567260824
31,well know polish,1.953046567260824
31,polish bouncer polish,1.953046567260824
31,polish customer,1.953046567260824
31,customer okay say customeri,1.953046567260824
31,tell slowly,1.953046567260824
32,jewish young man see psychiatrist,2.974697888386124
32,see psychiatrist eating sleep,2.974697888386124
32,eat sleep disorder obsess,2.974697888386124
32,obsess mother soon,2.974697888386124
32,mother soon sleep,2.974697888386124
32,sleep start dream,2.974697888386124
32,dream dream turn,2.974697888386124
32,dream turn mother wake,2.974697888386124
32,wake state,2.974697888386124
32,state,2.974697888386124
32,downstair eat piece,2.974697888386124
32,eat piece toast psychiatrist reply,2.974697888386124
32,psychiatrist reply piece,2.974697888386124
32,piece toast big boy,2.974697888386124
32,big boy like,2.974697888386124
33,order waiter ask,-1.3863934678312215
33,waiter ask yes prepare,-1.3863934678312215
33,prepare chicken special sir,-1.3863934678312215
33,special sir reply tell,-1.3863934678312215
33,tell straight,-1.3863934678312215
33,go die,-1.3863934678312215
34,difference man woman,0.9218646247369652
34,man woman woman want man,0.9218646247369652
34,want man satisfy need,0.9218646247369652
34,need man want woman,0.9218646247369652
34,want woman satisfy need,0.9218646247369652
34,satisfy need,0.9218646247369652
35,question difference man,2.7756063797773094
35,man toilet answer,2.7756063797773094
35,toilet answer toilet follow,2.7756063797773094
35,follow use,2.7756063797773094
35,use,2.7756063797773094
36,irishman change,2.9172449623552543
36,change lightbulb,2.9172449623552543
36,hold lightbulb,2.9172449623552543
36,lightbulb drink,2.9172449623552543
36,drink room spin,2.9172449623552543
37,atheist orgasm,-1.4092875193842973
37,orgasm oh darwin oh darwin,-1.4092875193842973
38,man discuss age old question,1.3486977666858642
38,age old question enjoy sex,1.3486977666858642
38,sex man woman,1.3486977666858642
38,woman woman walk listen,1.3486977666858642
38,listen awhile,1.3486977666858642
38,awhile interrupt listen guy,1.3486977666858642
38,guy know ear itch,1.3486977666858642
38,ear itch,1.3486977666858642
38,little finger wiggle,1.3486977666858642
38,wiggle awhile afterward,1.3486977666858642
38,awhile afterward feel well finger,1.3486977666858642
38,finger ear,1.3486977666858642
39,arnold swartzeneger sylvester stallone make,1.1006554685526646
39,make movie life,1.1006554685526646
39,live great composer stallone say,1.1006554685526646
39,composer stallone say want mozart,1.1006554685526646
39,mozart swartzeneger say case,1.1006554685526646
39,case bach,1.1006554685526646
40,horse walk bar bartender say,1.0336307067531276
40,bar bartender say long face,1.0336307067531276
40,long face,1.0336307067531276
41,boy come home school tell,-0.3765429180089369
41,school tell mother get,-0.3765429180089369
41,get school,-0.3765429180089369
41,school play mother,-0.3765429180089369
41,mother ask play jewish,-0.3765429180089369
41,play jewish husband boy reply,-0.3765429180089369
41,boy reply school tell,-0.3765429180089369
41,school tell teacher want,-0.3765429180089369
41,want speak role,-0.3765429180089369
42,couple marry 75 year,1.741750120187863
42,75 year husband 95th birthday,1.741750120187863
42,husband 95th birthday wife decide surprise,1.741750120187863
42,decide surprise hire prostitute,1.741750120187863
42,hire prostitute day doorbell ring,1.741750120187863
42,doorbell ring husband use walker,1.741750120187863
42,use walker door,1.741750120187863
42,door open 21yearold,1.741750120187863
42,21yearold latex outfit smile,1.741750120187863
42,latex outfit smile say hi,1.741750120187863
42,hi super sex,1.741750120187863
42,super sex old man say,1.741750120187863
42,soup,1.741750120187863
43,engineer exceptional,-0.8343764555838971
43,exceptional gift fix thing,-0.8343764555838971
43,fix thing mechanical serve company,-0.8343764555838971
43,serve company loyally 30 year,-0.8343764555838971
43,30 year happily retire year,-0.8343764555838971
43,retire year later company contact,-0.8343764555838971
43,company contact seemingly impossible problem,-0.8343764555838971
43,seemingly impossible problem have,-0.8343764555838971
43,have multimillion dollar machine,-0.8343764555838971
43,multimillion dollar machine try,-0.8343764555838971
43,try,-0.8343764555838971
43,machine fix,-0.8343764555838971
43,avail desperation call,-0.8343764555838971
43,desperation call retire engineer,-0.8343764555838971
43,retire engineer solve,-0.8343764555838971
43,problem past,-0.8343764555838971
43,past engineer reluctantly take,-0.8343764555838971
43,reluctantly take challenge spend day,-0.8343764555838971
43,spend day study huge machine,-0.8343764555838971
43,huge machine end day,-0.8343764555838971
43,day mark small x,-0.8343764555838971
43,small x chalk particular,-0.8343764555838971
43,particular component machine,-0.8343764555838971
43,machine proudly state,-0.8343764555838971
43,problem,-0.8343764555838971
43,replace machine,-0.8343764555838971
43,machine work perfectly company,-0.8343764555838971
43,company receive bill 50000,-0.8343764555838971
43,bill 50000 engineer,-0.8343764555838971
43,engineer service demand itemized,-0.8343764555838971
43,demand itemized accounting charge,-0.8343764555838971
43,charge engineer respond briefly chalk,-0.8343764555838971
43,briefly chalk mark 1 know,-0.8343764555838971
43,know 49999,-0.8343764555838971
43,49999 pay,-0.8343764555838971
43,engineer retire peace,-0.8343764555838971
43,engineer retire peace,-0.8343764555838971
44,graduate science degree ask,-1.998305598478545
44,degree ask work graduate,-1.998305598478545
44,work graduate engineering degree ask,-1.998305598478545
44,engineering degree ask work,-1.998305598478545
44,work graduate accounting degree,-1.998305598478545
44,accounting degree ask,-1.998305598478545
44,cost graduate,-1.998305598478545
44,graduate liberal art degree ask,-1.998305598478545
44,degree ask want fry,-1.998305598478545
44,want fry,-1.998305598478545
45,engineering student gather discuss,1.0354731599335918
45,discuss possible designer human,1.0354731599335918
45,human body say,1.0354731599335918
45,say mechanical engineer look,1.0354731599335918
45,engineer look joint,1.0354731599335918
45,joint say,1.0354731599335918
45,electrical engineer nervous system,1.0354731599335918
45,nervous system thousand electrical connection,1.0354731599335918
45,electrical connection say actually,1.0354731599335918
45,say actually civil engineer,1.0354731599335918
45,civil engineer run toxic,1.0354731599335918
45,run toxic waste pipeline recreational,1.0354731599335918
45,pipeline recreational area,1.0354731599335918
46,question o j simpson internet address,1.274539311161471
46,simpson internet address answer slash slash backslash slash,1.274539311161471
46,slash backslash slash slash escape,1.274539311161471
47,guy go confession say,1.3379652976059742
47,say priest father,1.3379652976059742
47,father 80 year old widower,1.3379652976059742
47,old widower 11 grandchild night,1.3379652976059742
47,night meet beautiful flight attendant,1.3379652976059742
47,beautiful flight attendant take home,1.3379652976059742
47,home love,1.3379652976059742
47,love twice priest,1.3379652976059742
47,twice priest say son,1.3379652976059742
47,son time,1.3379652976059742
47,time confession father,1.3379652976059742
47,confession father jewish,1.3379652976059742
47,jewish telling,1.3379652976059742
47,tell everybody,1.3379652976059742
48,hear clinton announce,1.774179683872286
48,announce new national bird,1.774179683872286
48,national bird spread eagle,1.774179683872286
49,question monica lewinsky bob dole,2.515416611668427
49,bob dole common answer,2.515416611668427
49,common answer upset bill,2.515416611668427
49,upset bill finish,2.515416611668427
50,sunday morning william burst live,3.3625929395733083
50,living room say dad mom,3.3625929395733083
50,say dad mom great news,3.3625929395733083
50,great news get,3.3625929395733083
50,getting marry beautiful,3.3625929395733083
50,beautiful girl town live,3.3625929395733083
50,town life block away,3.3625929395733083
50,away susan dinner,3.3625929395733083
50,susan dinner williams dad take aside,3.3625929395733083
50,take aside son talk,3.3625929395733083
50,talk mother,3.3625929395733083
50,mother marry 30,3.3625929395733083
50,marry 30 year wonderful,3.3625929395733083
50,wonderful wife,3.3625929395733083
50,offer excitement,3.3625929395733083
50,excitement bedroom,3.3625929395733083
50,fool woman,3.3625929395733083
50,woman lot susan actually,3.3625929395733083
50,actually halfsister afraid,3.3625929395733083
50,afraid marry william,3.3625929395733083
50,marry william heartbroken month,3.3625929395733083
50,month eventually start date girl,3.3625929395733083
50,start date girl year later,3.3625929395733083
50,year later come home proudly,3.3625929395733083
50,proudly announce dianne say yes,3.3625929395733083
50,say yes getting married june,3.3625929395733083
50,marry june father insist,3.3625929395733083
50,father insist private conversation break,3.3625929395733083
50,conversation break sad news dianne,3.3625929395733083
50,news dianne halfsister william,3.3625929395733083
50,william awfully sorry,3.3625929395733083
50,sorry william furious finally,3.3625929395733083
50,furious finally decide,3.3625929395733083
50,mother news dad,3.3625929395733083
50,news dad harm,3.3625929395733083
50,harm guess,3.3625929395733083
50,go marry,3.3625929395733083
50,marry complain time fall,3.3625929395733083
50,time fall love dad tell,3.3625929395733083
50,dad tell girl halfsister,3.3625929395733083
50,halfsister mother shake,3.3625929395733083
50,shake head pay,3.3625929395733083
50,pay attention say,3.3625929395733083
50,say dear,3.3625929395733083
50,father,3.3625929395733083
51,pope die naturally go heaven,-0.8169128959569013
51,go heaven meet,-0.8169128959569013
51,meet reception committee,-0.8169128959569013
51,whirlwind tour tell,-0.8169128959569013
51,tell enjoy,-0.8169128959569013
51,enjoy myriad recreation,-0.8169128959569013
51,myriad recreation available decide,-0.8169128959569013
51,decide want read,-0.8169128959569013
51,read ancient original text,-0.8169128959569013
51,original text holy scripture,-0.8169128959569013
51,scripture spend eon,-0.8169128959569013
51,eon learning language,-0.8169128959569013
51,language linguistic master sit,-0.8169128959569013
51,master sit library,-0.8169128959569013
51,library begin pour,-0.8169128959569013
51,pour version bible working,-0.8169128959569013
51,bible work recent easy,-0.8169128959569013
51,recent easy read original script,-0.8169128959569013
51,original script sudden,-0.8169128959569013
51,sudden scream,-0.8169128959569013
51,scream library angel come run,-0.8169128959569013
51,angel come run find,-0.8169128959569013
51,find pope huddle chair,-0.8169128959569013
51,chair cry mutter,-0.8169128959569013
51,mutter r scribe leave,-0.8169128959569013
51,scribe leave r particularly,-0.8169128959569013
51,r particularly concerned angel take aside,-0.8169128959569013
51,take aside offer comfort ask,-0.8169128959569013
51,ask problem,-0.8169128959569013
51,mean collect,-0.8169128959569013
51,mean collect wit pope sobs,-0.8169128959569013
51,pope sobs letter,-0.8169128959569013
51,letter r leave,-0.8169128959569013
51,leave r word suppose,-0.8169128959569013
51,suppose celebrate,-0.8169128959569013
52,woman twin give,-0.2011183370962992
52,give adoption,-0.2011183370962992
52,go family,-0.2011183370962992
52,family egypt name amal,-0.2011183370962992
52,name amal go,-0.2011183370962992
52,go family spain,-0.2011183370962992
52,spain juan year later juan,-0.2011183370962992
52,year later juan send picture,-0.2011183370962992
52,picture mom receive,-0.2011183370962992
52,mom receive picture tell,-0.2011183370962992
52,tell husband wish,-0.2011183370962992
52,wish picture,-0.2011183370962992
52,picture amal husband respond,-0.2011183370962992
52,husband respond twinsif,-0.2011183370962992
52,twinsif see juan see,-0.2011183370962992
52,juan see amal,-0.2011183370962992
53,man cindy crawford strand,2.550239160255263
53,strand desert island,2.550239160255263
53,island couple day fall,2.550239160255263
53,day fall love start sleep,2.550239160255263
53,start sleep time pass man,2.550239160255263
53,pass man frustrated cindy ask,2.550239160255263
53,cindy ask,2.550239160255263
53,say,2.550239160255263
53,say thing,2.550239160255263
53,baseball cap,2.550239160255263
53,baseball cap,2.550239160255263
53,island answer,2.550239160255263
53,island answer,2.550239160255263
53,bob agree day,2.550239160255263
53,agree day walk,2.550239160255263
53,walk island,2.550239160255263
53,island run say,2.550239160255263
53,say hi bob say hello,2.550239160255263
53,say hello reply,2.550239160255263
53,replies bob believe,2.550239160255263
53,believe sleep,2.550239160255263
53,sleep cindy crawford,2.550239160255263
53,past week,2.550239160255263
54,joness,2.4057795190489064
54,joness phone book,2.4057795190489064
54,phone,2.4057795190489064
55,teddybear change,0.3824500161038575
55,change lightbulb take,0.3824500161038575
55,take teddybear take,0.3824500161038575
55,take lot lightbulb,0.3824500161038575
55,lot lightbulb,0.3824500161038575
56,chukcha russian eskimo phone russian,1.6860315217790178
56,russian parliament building guard answer,1.6860315217790178
56,guard answer chukcha require,1.6860315217790178
56,require parliament member guard,1.6860315217790178
56,member guard idiot chukcha,1.6860315217790178
56,idiot chukcha require,1.6860315217790178
57,bill hillary trip,-1.9408095353339785
57,trip arkansa,-1.9408095353339785
57,gas bill pull,-1.9408095353339785
57,bill pull service station,-1.9408095353339785
57,service station outskirt town,-1.9408095353339785
57,town attendant run,-1.9408095353339785
57,station serve,-1.9408095353339785
57,serve hillary realize,-1.9408095353339785
57,old boyfriend high school,-1.9408095353339785
57,high school attendant chat,-1.9408095353339785
57,attendant chat gas,-1.9408095353339785
57,gas car clean window,-1.9408095353339785
57,cleans window goodbye,-1.9408095353339785
57,goodbye bill pull car,-1.9408095353339785
57,pull car road turn,-1.9408095353339785
57,road turn hillary say,-1.9408095353339785
57,say glad,-1.9408095353339785
57,glad marry,-1.9408095353339785
57,,-1.9408095353339785
57,wife grease monkey,-1.9408095353339785
57,grease monkey hillary reply,-1.9408095353339785
57,hillary reply bill,-1.9408095353339785
57,marry,-1.9408095353339785
57,pump gas,-1.9408095353339785
57,president,-1.9408095353339785
58,buddhist hot,-3.7045409911996297
58,hot dog vendor,-3.7045409911996297
58,,-3.7045409911996297
59,recent publicity outing hillary sneak,-0.5218044647660032
59,hillary sneak visit fortune teller,-0.5218044647660032
59,fortune teller local repute,-0.5218044647660032
59,local repute dark hazy room,-0.5218044647660032
59,hazy room peer crystal ball,-0.5218044647660032
59,crystal ball mystic deliver grave news,-0.5218044647660032
59,deliver grave news easy way,-0.5218044647660032
59,easy way,-0.5218044647660032
59,blunt prepare,-0.5218044647660032
59,blunt prepare widow,-0.5218044647660032
59,widow husband die,-0.5218044647660032
59,die violent horrible death,-0.5218044647660032
59,horrible death year visibly shake hillary stare,-0.5218044647660032
59,shake hillary stare woman line face,-0.5218044647660032
59,woman line face single flickering,-0.5218044647660032
59,single flickering candle,-0.5218044647660032
59,hand take,-0.5218044647660032
59,take deep breath compose,-0.5218044647660032
59,compose simply know,-0.5218044647660032
59,know meet fortune teller,-0.5218044647660032
59,fortune teller gaze steadied voice,-0.5218044647660032
59,voice ask question,-0.5218044647660032
59,question acquit,-0.5218044647660032
60,group manager give assignment,-0.4068151374897904
60,give assignment measure height,-0.4068151374897904
60,height flagpole,-0.4068151374897904
60,flagpole,-0.4068151374897904
60,flagpole ladder tape measure,-0.4068151374897904
60,tape measure fall,-0.4068151374897904
60,fall ladder drop tape measure,-0.4068151374897904
60,tape measure thing,-0.4068151374897904
60,thing mess engineer come,-0.4068151374897904
60,engineer comes see,-0.4068151374897904
60,see try walk,-0.4068151374897904
60,walk pull flagpole,-0.4068151374897904
60,flagpole ground lay,-0.4068151374897904
60,ground lay flat measure end,-0.4068151374897904
60,end end give measurement,-0.4068151374897904
60,give measurement manager,-0.4068151374897904
60,manager walk away,-0.4068151374897904
60,away engineer go manager,-0.4068151374897904
60,go manager turn laughs,-0.4068151374897904
60,laugh like,-0.4068151374897904
60,like engineer look,-0.4068151374897904
60,look height,-0.4068151374897904
60,give length,-0.4068151374897904
61,engineer physicist mathematician,2.090819159826865
61,mathematician sleeping room,2.090819159826865
61,room fire,2.090819159826865
61,fire room engineer wake,2.090819159826865
61,engineer wake see fire pick,2.090819159826865
61,fire pick bucket water,2.090819159826865
61,water douse fire go,2.090819159826865
61,fire go sleep,2.090819159826865
61,sleep fire room,2.090819159826865
61,room time physicist wake,2.090819159826865
61,physicist wake notice bucket fill,2.090819159826865
61,bucket fill water calculate,2.090819159826865
61,water calculate optimal trajectory douse,2.090819159826865
61,douse fire minimum,2.090819159826865
61,minimum water go,2.090819159826865
61,go sleep fire,2.090819159826865
61,fire time mathematician wake,2.090819159826865
61,mathematician wake look,2.090819159826865
61,look fire look bucket,2.090819159826865
61,bucket water exclaim,2.090819159826865
61,water exclaim solution exist go,2.090819159826865
61,go sleep,2.090819159826865
62,rally cry international,2.6762632522729426
62,international dyslexic pride movement dyslexic untie,2.6762632522729426
62,dyslexic pride movement dyslexic untie,2.6762632522729426
63,redneck seated end,0.2556052041711334
63,end bar young,0.2556052041711334
63,young lady seat stool,0.2556052041711334
63,stool begin choke,0.2556052041711334
63,choke piece hamburger,0.2556052041711334
63,hamburger turn blue obviously,0.2556052041711334
63,blue obviously respiratory distress,0.2556052041711334
63,respiratory distress say,0.2556052041711334
63,gal have,0.2556052041711334
63,have bad time agree,0.2556052041711334
63,agree say think,0.2556052041711334
63,think help bet say,0.2556052041711334
63,bet say firstand,0.2556052041711334
63,ran say,0.2556052041711334
63,say breathe shake,0.2556052041711334
63,shake head say,0.2556052041711334
63,say speak shake,0.2556052041711334
63,shake head,0.2556052041711334
63,pull skirt,0.2556052041711334
63,skirt lick,0.2556052041711334
63,butt shock,0.2556052041711334
63,shock coughed obstruction,0.2556052041711334
63,obstruction begin breathewith great,0.2556052041711334
63,breathewith great relief redneck walk,0.2556052041711334
63,redneck walk friend say,0.2556052041711334
63,friend say funny hind lick,0.2556052041711334
63,hind lick maneuver work,0.2556052041711334
64,lawyer open door bmw,-0.716813562169275
64,bmw suddenly car come,-0.716813562169275
64,car come hit door,-0.716813562169275
64,hit door rip completely,-0.716813562169275
64,completely police arrive,-0.716813562169275
64,arrive scene lawyer complain,-0.716813562169275
64,lawyer complain bitterly damage,-0.716813562169275
64,damage precious bmw officer look,-0.716813562169275
