,Joke Number,Text,UserRating,CleanedTextNLTK,processedTextSpacy
26,27,"A man arrives at the gates of heaven. St. Peter asks, ""Religion?"" The man says, ""Methodist."" St. Peter looks down his list, and says, ""Go to room 24, but be very quiet as you pass room 8."" Another man arrives at the gates of heaven. ""Religion?"" ""Baptist."" ""Go to room 18, but be very quiet as you pass room 8."" A third man arrives at the gates. ""Religion?"" ""Jewish."" ""Go to room 11, but be very quiet as you pass room 8."" The man says, ""I can understand there being different rooms for different religions, but why must I be quiet when I pass room 8?"" St. Peter tells him, ""Well the Catholics are in room 8, and they think they're the only ones here.",0.9482399523268288,man arrives gate heaven peter asks religion man say methodist peter look list say go room quiet pas room another man arrives gate heaven religion baptist go room quiet pas room third man arrives gate religion jewish go room quiet pas room man say understand different room different religion must quiet pas room peter tell well catholic room think one,man arrive gates heaven st peter ask religion man say methodist st peter look list say room 24 quiet pass room 8 man arrive gates heaven religion baptist room 18 quiet pass room 8 man arrive gate religion jewish room 11 quiet pass room 8 man say understand different room different religion quiet pass room 8 st peter tell catholic room 8 think one
27,28,"What do you call an American in the finals of the world cup? ""Hey Beer Man!""",0.8010165506479477,call american final world cup hey beer man,american final world cup hey beer man
28,29,"Out in the backwoods of some midwestern state, little Johnny arrives at school an hour late. Teacher: ""Why are you so late, John?"" Johny : ""My big brother got shot in the ass."" (the teacher corrects his speech) Teacher: ""Rectum."" Johnny : ""Wrecked him!? Hell, It damn near killed him!""",0.9321066868009252,backwoods midwestern state little johnny arrives school hour late teacher late john johny big brother got shot as teacher corrects speech teacher rectum johnny wrecked hell damn near killed,backwood midwestern state little johnny arrive school hour late teacher late john johny    big brother got shoot ass teacher correct speech teacher rectum johnny    wreck hell damn near kill
29,30,"An explorer in the deepest Amazon suddenly finds himself surrounded by a bloodthirsty group of natives. Upon surveying the situation, he says quietly to himself, ""Oh God, I'm screwed."" The sky darkens and a voice booms out, ""No, you are NOT screwed. Pick up that stone at your feet and bash in the head of the chief standing in front of you."" So with the stone he bashes the life out of the chief. Standing above the lifeless body, breathing heavily looking at 100 angry natives... The voice booms out again, ""Okay ..... NOW you're screwed.""",0.3835907625529182,explorer deepest amazon suddenly find surrounded bloodthirsty group native upon surveying situation say quietly oh god screwed sky darkens voice boom screwed pick stone foot bash head chief standing front stone bash life chief standing lifeless body breathing heavily looking angry native voice boom okay screwed,explorer deep amazon suddenly find surround bloodthirsty group native surveying situation say quietly oh god    screw sky darken voice boom screw pick stone foot bash head chief standing stone bash life chief stand lifeless body breathe heavily look 100 angry native ... voice boom okay ..... screw
30,31,"A guy walks into a bar, orders a beer and says to the bartender, ""Hey, I got this great Polish Joke..."" The barkeep glares at him and says in a warning tone of voice: ""Before you go telling that joke you better know that I'm Polish, both bouncers are Polish and so are most of my customers"" ""Okay"" says the customer,""I'll tell it very slowly.""",0.8757784591586277,guy walk bar order beer say bartender hey got great polish joke barkeep glare say warning tone voice go telling joke better know polish bouncer polish customer okay say customer tell slowly,guy walk bar order beer say bartender hey get great polish joke ... barkeep glare say warn tone voice tell joke well know    polish bouncer polish customer okay say customer tell slowly
31,32,"A Jewish young man was seeing a psychiatrist for an eating and sleeping disorder. ""I am so obsessed with my mother... As soon as I go to sleep, I start dreaming, and everyone in my dream turns into my mother. I wake up in such a state, all I can do is go downstairs and eat a piece of toast."" The psychiatrist replies: ""What, just one piece of toast, for a big boy like you?""",0.9514178833828416,jewish young man seeing psychiatrist eating sleeping disorder obsessed mother soon go sleep start dreaming everyone dream turn mother wake state go downstairs eat piece toast psychiatrist reply one piece toast big boy like,jewish young man see psychiatrist eating sleep disorder obsess mother ... soon sleep start dream dream turn mother wake state downstair eat piece toast psychiatrist reply piece toast big boy like
32,33,"""May I take your order?"" the waiter asked. ""Yes, how do you prepare your chickens?"" ""Nothing special sir,"" he replied. ""We just tell them straight out that they're going to die.""",0.1999841433976487,may take order waiter asked yes prepare chicken nothing special sir replied tell straight going die,order waiter ask yes prepare chicken special sir reply tell straight go die
33,34,What is the difference between men and women: A woman wants one man to satisfy her every need. A man wants every woman to satisfy his one need.,0.7154218834529914,difference men woman woman want one man satisfy every need man want every woman satisfy one need,difference man woman woman want man satisfy need man want woman satisfy need
34,35,Q. What's the difference between a man and a toilet? A. A toilet doesn't follow you around after you use it.,0.94134331588256,q difference man toilet toilet follow around use,q difference man toilet toilet follow use
35,36,"How many Irishmen does it take to change a lightbulb? Two, one to hold the lightbulb and the other to drink until the room spins.",0.9486923628269316,many irishman take change lightbulb two one hold lightbulb drink room spin,irishman change lightbulb hold lightbulb drink room spin
36,37,"What does an atheist say during an orgasm? ""Oh Darwin! Oh Darwin!...""",0.1963464575844944,atheist say orgasm oh darwin oh darwin,atheist orgasm oh darwin oh darwin ..
37,38,"Two men are discussing the age old question: who enjoys sex more, the man or the woman? A woman walks by and listens in for awhile and then interrupts: ""Listen you guys. You know when your ear itches and you put in your little finger and wiggle it around for awhile? Afterward, which feels better, your finger or your ear?""",0.7939166474422212,two men discussing age old question enjoys sex man woman woman walk listens awhile interrupt listen guy know ear itch put little finger wiggle around awhile afterward feel better finger ear,man discuss age old question enjoy sex man woman woman walk listen awhile interrupt listen guy know ear itch little finger wiggle awhile afterward feel well finger ear
38,39,"Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives of the great composers. Stallone says ""I want to be Mozart."" Swartzeneger says: ""In that case... I'll be Bach.""",0.750382900511494,arnold swartzeneger sylvester stallone making movie life great composer stallone say want mozart swartzeneger say case bach,arnold swartzeneger sylvester stallone make movie live great composer stallone say want mozart swartzeneger say case ...    bach
39,40,"A horse walks into a bar. Bartender says: ""So, why the long face?""",0.737619178351302,horse walk bar bartender say long face,horse walk bar bartender say long face
40,41,"A boy comes home from school and tells his mother that he got a part in the school play. ""What part?"" the mother asked. ""I play a Jewish husband,"" the boy replied. ""Go back to school and tell your teacher that you want a speaking role!""",0.4069609730553616,boy come home school tell mother got part school play part mother asked play jewish husband boy replied go back school tell teacher want speaking role,boy come home school tell mother get school play mother ask play jewish husband boy reply school tell teacher want speak role
41,42,"A couple has been married for 75 years. For the husband's 95th birthday, his wife decides to surprise him by hiring a prostitute. That day, the doorbell rings. The husband uses his walker to get to the door and opens it. A 21-year-old in a latex outfit smiles and says, ""Hi, I here to give you super sex!"" The old man says, ""I'll take the soup.""",0.8509092268469134,couple married year husband birthday wife decides surprise hiring prostitute day doorbell ring husband us walker get door open latex outfit smile say hi give super sex old man say take soup,couple marry 75 year husband 95th birthday wife decide surprise hire prostitute day doorbell ring husband use walker door open 21yearold latex outfit smile say hi super sex old man say    soup
42,43,"There was an engineer who had an exceptional gift for fixing all things mechanical. After serving his company loyally for over 30 years, he happily retired. Several years later the company contacted him regarding a seemingly impossible problem they were having with one of their multi-million dollar machines. They had tried everything and everyone else to get the machine fixed, but to no avail. In desperation, they called on the retired engineer who had solved so many of their problems in the past. The engineer reluctantly took the challenge. He spent a day studying the huge machine. At the end of the day, he marked a small ""x"" in chalk on a particular component of the machine and proudly stated, ""This is where your problem is"". The part was replaced and the machine worked perfectly again. The company received a bill for $50,000 from the engineer for his service.They demanded an itemized accounting of his charges. The engineer responded briefly: One chalk mark $1 Knowing where to put it $49,999 It was paid in full and the engineer retired again in peace.",0.302720487661603,engineer exceptional gift fixing thing mechanical serving company loyally year happily retired several year later company contacted regarding seemingly impossible problem one dollar machine tried everything everyone else get machine fixed avail desperation called retired engineer solved many problem past engineer reluctantly took challenge spent day studying huge machine end day marked small x chalk particular component machine proudly stated problem part replaced machine worked perfectly company received bill engineer demanded itemized accounting charge engineer responded briefly one chalk mark knowing put paid full engineer retired peace,engineer exceptional gift fix thing mechanical serve company loyally 30 year happily retire year later company contact seemingly impossible problem have multimillion dollar machine try machine fix avail desperation call retire engineer solve problem past engineer reluctantly take challenge spend day study huge machine end day mark small x chalk particular component machine proudly state problem replace machine work perfectly company receive bill 50000 engineer service demand itemized accounting charge engineer respond briefly chalk mark 1 know 49999 pay engineer retire peace
43,44,"The graduate with a Science degree asks, ""Why does it work?"" The graduate with an Engineering degree asks, ""How does it work?"" The graduate with an Accounting degree Asks, ""How much will it cost?"" The graduate with a Liberal Arts degree asks, ""Do you want fries with that?""",0.1193809381304918,graduate science degree asks work graduate engineering degree asks work graduate accounting degree asks much cost graduate liberal art degree asks want fry,graduate science degree ask work graduate engineering degree ask work graduate accounting degree ask cost graduate liberal art degree ask want fry
44,45,"Three engineering students were gathered together discussing the possible designers of the human body. One said, ""It was a mechanical engineer. Just look at all the joints."" Another said, ""No, it was an electrical engineer. The nervous systems many thousands of electrical connections."" The last said, ""Actually it was a civil engineer. Who else would run a toxic waste pipeline through a recreational area?""",0.737975605299451,three engineering student gathered together discussing possible designer human body one said mechanical engineer look joint another said electrical engineer nervous system many thousand electrical connection last said actually civil engineer else would run toxic waste pipeline recreational area,engineering student gather discuss possible designer human body say mechanical engineer look joint say electrical engineer nervous system thousand electrical connection say actually civil engineer run toxic waste pipeline recreational area
45,46,"Q. What's O. J. Simpson's Internet address? A. Slash, slash, backslash, slash, slash, escape.",0.7815188127943004,q simpson internet address slash slash backslash slash slash escape,q o j. simpson internet address slash slash backslash slash slash escape
46,47,"A guy goes into confession and says to the priest, ""Father, I'm 80 years old, widower, with 11 grandchildren. Last night I met two beautiful flight attendants. They took me home and I made love to both of them. Twice."" The priest said: ""Well, my son, when was the last time you were in confession?"" ""Never Father, I'm Jewish."" ""So then, why are you telling me?"" ""I'm telling everybody.""",0.7921551362389441,guy go confession say priest father year old widower grandchild last night met two beautiful flight attendant took home made love twice priest said well son last time confession never father jewish telling telling everybody,guy go confession say priest father    80 year old widower 11 grandchild night meet beautiful flight attendant take home love twice priest say son time confession father    jewish telling    tell everybody
47,48,Did you hear that Clinton has announced there is a new national bird? The spread eagle.,0.8549766858569523,hear clinton announced new national bird spread eagle,hear clinton announce new national bird spread eagle
48,49,Q: What do Monica Lewinsky and Bob Dole have in common? A: They were both upset when Bill finished first.,0.9252155396173508,q monica lewinsky bob dole common upset bill finished first,q monica lewinsky bob dole common upset bill finish
49,50,"One Sunday morning William burst into the living room and said, ""Dad! Mom! I have some great news for you! I am getting married to the most beautiful girl in town. She lives a block away and her name is Susan."" After dinner, William's dad took him aside. ""Son, I have to talk with you. Your mother and I have been married 30 years.. She's a wonderful wife but she has never offered much excitement in the bedroom, so I used to fool around with women a lot. Susan is actually your half-sister, and I'm afraid you can't marry her."" William was heart-broken. After eight months he eventually started dating girls again. A year later he came home and very proudly announced, ""Dianne said yes! We're getting married in June."" Again his father insisted on another private conversation and broke the sad news. ""Dianne is your half-sister too, William. I'm awfully sorry about this."" William was furious! He finally decided to go to his mother with the news. ""Dad has done so much harm.. I guess I'm never going to get married,"" he complained. ""Every time I fall in love, Dad tells me the girl is my half-sister."" His mother just shook her head. ""Don't pay any attention to what he says, dear. He's not really your father.""",0.9665147960588806,one sunday morning william burst living room said dad mom great news getting married beautiful girl town life block away name susan dinner william dad took aside son talk mother married year wonderful wife never offered much excitement bedroom used fool around woman lot susan actually afraid ca marry william eight month eventually started dating girl year later came home proudly announced dianne said yes getting married june father insisted another private conversation broke sad news dianne william awfully sorry william furious finally decided go mother news dad done much harm guess never going get married complained every time fall love dad tell girl mother shook head pay attention say dear really father,sunday morning william burst living room say dad mom great news get marry beautiful girl town life block away susan dinner williams dad take aside son talk mother marry 30 year .. wonderful wife offer excitement bedroom fool woman lot susan actually halfsist    afraid marry william heartbroken month eventually start date girl year later come home proudly announce dianne say yes get marry june father insist private conversation break sad news dianne halfsister william awfully sorry william furious finally decide mother news dad harm .. guess    going marry complain time fall love dad tell girl halfsister mother shake head pay attention say dear father
50,51,"The Pope dies and, naturally, goes to heaven. He's met by the reception committee, and after a whirlwind tour he is told that he can enjoy any of the myriad of recreations available. He decides that he wants to read all of the ancient original text of the Holy Scriptures, so he spends the next eon or so learning languages. After becoming a linguistic master, he sits down in the library and begins to pour over every version of the Bible, working back from most recent ""Easy Reading"" to the original script. All of a sudden there is a scream in the library. The Angels come running in only to find the Pope huddled in his chair, crying to himself and muttering, ""An 'R'! The scribes left out the 'R'."" A particularly concerned Angel takes him aside, offering comfort, asks him what the problem is and what does he mean. After collecting his wits, the Pope sobs again, ""It's the letter 'R'. They left out the 'R'. The word was supposed to be CELEBRATE!""",0.3064193590499113,pope dy naturally go heaven met reception committee whirlwind tour told enjoy myriad recreation available decides want read ancient original text holy scripture spends next eon learning language becoming linguistic master sits library begin pour every version bible working back recent easy reading original script sudden scream library angel come running find pope huddled chair cry muttering r scribe left r particularly concerned angel take aside offering comfort asks problem mean collecting wit pope sob letter r left r word supposed celebrate,pope die naturally go heaven meet reception committee whirlwind tour tell enjoy myriad recreation available decide wants read ancient original text holy scriptures spend eon learning language linguistic master sit library begin pour version bible work recent easy read original script sudden scream library angel come run find pope huddle chair cry mutter r scribe leave r particularly concerned angel take aside offer comfort ask problem mean collect wit pope sobs letter r leave r word suppose celebrate
51,52,"A woman has twins, and gives them up for adoption. One of them goes to a family in Egypt and is named ""Amal."" The other goes to a family in Spain; they name him ""Juan."" Years later, Juan sends a picture of himself to his mom. Upon receiving the picture, she tells her husband that she wishes she also had a picture of Amal. Her husband responds, ""But they are twins-if you've seen Juan, you've seen Amal.",0.4498892111770828,woman twin give adoption one go family egypt named amal go family spain name juan year later juan sends picture mom upon receiving picture tell husband wish also picture amal husband responds seen juan seen amal,woman twin give adoption go family egypt name amal go family spain juan year later juan send picture mom receive picture tell husband wish picture amal husband respond twinsif see juan see amal
52,53,"A man and Cindy Crawford get stranded on a desert island. After a couple of days they fall in love and start sleeping together. Time pass the man seems frustrated, Cindy asks if there is anything she can do? He says there is one thing, ""Could you put on this baseball cap and go to the other side of the island and answer me when I call you Bob?"" She agrees. Next day he is walking on the other side of the island, runs into her and says ""Hi Bob!"" She says ""Hello, what's up?"" He replies: ""Bob you won't believe it: I've been sleeping with Cindy Crawford for the past two weeks!!!!""",0.9275895799942858,man cindy crawford get stranded desert island couple day fall love start sleeping together time pas man seems frustrated cindy asks anything say one thing could put baseball cap go side island answer call bob agrees next day walking side island run say hi bob say hello reply bob wo believe sleeping cindy crawford past two week,man cindy crawford strand desert island couple day fall love start sleep time pass man frustrated cindy ask say thing baseball cap island answer bob agree day walk island run say hi bob say hello replies bob believe    sleep cindy crawford past week
53,54,Why are there so many Jones's in the phone book? Because they all have phones.,0.9172669603415716,many jones phone book phone,joness phone book phone
54,55,"How many teddybears does it take to change a lightbulb? It takes only one teddybear, but it takes a whole lot of lightbulbs.",0.5944638808586404,many teddybears take change lightbulb take one teddybear take whole lot lightbulb,teddybear change lightbulb take teddybear take lot lightbulb
55,56,"The Chukcha (Russian Eskimo) phones up the Russian Parliament Building. A guard answers. Chukcha: ""What is required to become Parliament member?"" Guard: ""What are you, an idiot?"" Chukcha: ""Is it required?""",0.8437015531668218,chukcha russian eskimo phone russian parliament building guard answer chukcha required become parliament member guard idiot chukcha required,chukcha russian eskimo phone russian parliament building guard answer chukcha require parliament member guard idiot chukcha require
56,57,"Bill & Hillary are on a trip back to Arkansas. They're almost out of gas, so Bill pulls into a service station on the outskirts of town. The attendant runs out of the station to serve them when Hillary realizes it's an old boyfriend from high school. She and the attendant chat as he gases up their car and cleans the windows. Then they all say good-bye. As Bill pulls the car onto the road, he turns to Hillary and says, 'Now aren't you glad you married me and not him ? You could've been the wife of a grease monkey !' To which Hillary replied, 'No, Bill. If I would have married him, you'd be pumping gas and he would be the President !'",0.125558947529751,bill hillary trip back arkansas almost gas bill pull service station outskirt town attendant run station serve hillary realizes old boyfriend high school attendant chat gas car clean window say bill pull car onto road turn hillary say glad married could wife grease monkey hillary replied bill would married pumping gas would president,bill    hillary trip arkansas gas bill pull service station outskirt town attendant run station serve hillary realize old boyfriend high school attendant chat gas car clean window goodbye bill pull car road turn hillary say glad marry    wife grease monkey    hillary reply bill marry pump gas president
57,58,What did the Buddhist say to the hot dog vendor? Make me one with everything.,0.024020334922397,buddhist say hot dog vendor make one everything,buddhist hot dog vendor
58,59,"During a recent publicity outing, Hillary sneaked off to visit a fortune teller of some local repute. In a dark and hazy room, peering into a crystal ball, the mystic delivered grave news. ""There's no easy way to say this, so I'll just be blunt: Prepare yourself to be a widow. Your husband will die a violent and horrible death this year."" Visibly shaken, Hillary stared at the woman's lined face, then at the single flickering candle, then down at her hands. She took a few deep breaths to compose herself. She simply had to know. She met the fortune teller's gaze, steadied her voice, and asked her question. ""Will I be acquitted?""",0.372430386373687,recent publicity outing hillary sneaked visit fortune teller local repute dark hazy room peering crystal ball mystic delivered grave news easy way say blunt prepare widow husband die violent horrible death year visibly shaken hillary stared woman lined face single flickering candle hand took deep breath compose simply know met fortune teller gaze steadied voice asked question acquitted,recent publicity outing hillary sneak visit fortune teller local repute dark hazy room peer crystal ball mystic deliver grave news easy way    blunt prepare widow husband die violent horrible death year visibly shake hillary stare woman line face single flickering candle hand take deep breath compose simply know meet fortune teller gaze steadied voice ask question acquit
59,60,"A group of managers were given the assignment to measure the height of a flagpole. So they go out to the flagpole with ladders and tape measures, and they're falling off the ladders, dropping the tape measures - the whole thing is just a mess. An engineer comes along and sees what they're trying to do, walks over, pulls the flagpole out of the ground, lays it flat, measures it from end to end, gives the measurement to one of the managers and walks away. After the engineer has gone, one manager turns to another and laughs. ""Isn't that just like an engineer, we're looking for the height and he gives us the length.""",0.3996760367336066,group manager given assignment measure height flagpole go flagpole ladder tape measure falling ladder dropping tape measure whole thing mess engineer come along see trying walk pull flagpole ground lay flat measure end end give measurement one manager walk away engineer gone one manager turn another laugh like engineer looking height give u length,group manager give assignment measure height flagpole flagpole ladder tape measure fall ladder drop tape measure    thing mess engineer comes see try walk pull flagpole ground lay flat measure end end give measurement manager walk away engineer go manager turn laugh like engineer look height give length
